question,answer,id
"where did the person with a camera , toilet and some towels reflect",mirror,536830
where is the woman brushing her long hair,bedroom,297964
where is the dog and looking out the window,car,119805
where is the woman with bright red hair and tattoos,bathroom,347794
where is the bouquet of flowers set to be pretty,vase,161518
where is the laptop computer,machine,275353
where is the man walking outside near a bus and a building,backpack,237064
where do the white toilet bowl,restroom,110873
where does the giraffe look over the rocks,pen,372996
where is the man trying to fix the oven,kitchen,81707
where is the black orange white and black cat laying,suitcase,360157
where is the pizza being made,oven,23588
where are people watching a screen,room,111943
where is the bald man placing an uncooked turkey,oven,275413
where are several cows gathered,pen,481428
where do roses in full bloom sit,vase,459203
where did the toilet bowl paint two different colors,bathroom,362668
where is the man preparing food while standing,kitchen,420747
where are two men lying,bed,261879
where is the brown black and white dog sitting,window,321057
where is the bathroom reflected,door,470029
where is the orange kitten,bag,327328
where is the pizza sitting,box,308592
where are the two people cooking,store,185591
where is the light on green,street,500664
where did the view of someone 's feet hook up,snowboard,24915
where are three men playing an interactive video game,room,552453
where is the cat lying,bed,233970
where do the man flipping pizza dough,kitchen,450761
where is the man measuring some bottled water,spoon,252801
where are two toothbrushes a toothpaste,container,225667
where is the man holding a cardboard box,building,175651
where is the woman using a ktichen tool to make something,bowl,464650
where is the cat laying,room,233970
where are the couple of people standing around,room,314849
where are some fruits and vegetables and a ghost,container,124914
where is the vintage white stove sitting,kitchen,294934
where are flowers and pictures displayed,room,90962
where does the man leave his helmet on the sink while using a hand dryer in a public restroom,backpack,387121
where is the man showing the mess to the ladies,fridge,40338
where does the pair of doughnuts sit,box,228133
where did the horse load down with a buggy,street,202004
where is the white toilet sitting,stall,43979
where do three ripe bananas sit,bowl,491029
"where does the young person stand , holding up a box of food , near the island counter",kitchen,255226
where does two computer monitor,office,205460
where did the helicopter dock,warehouse,302481
where is the black cat sitting,chair,296161
where is the small boat docked,dock,50658
where are two sausage hotdogs,basket,256662
where is a double bed,bedroom,286019
where is the room very empty and clean,house,118726
where is the woman working,kitchen,368474
where does everybody like to get,bed,506701
"where does the person sit , watching people play in the water",chair,160967
where is the black pug dog sitting,chair,226308
where was the suitcase left abandoned,house,226648
"where may he be , but at least he is not driving",car,347700
where is the dog 's reflection,mirror,437395
where is an older lady working,kitchen,442926
where is a very tall giraffe,zoo,210275
"where are the group of men standing , talking and cooking",kitchen,274559
"where are two girls brushing their teeth ,",bathroom,307881
where did the man watch the man on a small bike,wheelchair,51052
where is woman sitting,room,80609
where is the small child sleeping,bed,84758
where are some brown horses and one is eating,stall,544516
where is the cat curled up,ball,452872
where is the brown and white horse eating some green grass,pen,311957
where does the black and brown tabby cat sit,backpack,550030
"where are apples , blackberries , and coffee beans featured",photograph,99295
where is the a big clock,building,201168
where does the small dog admire itself,mirror,103318
where is the girl taking to a teddy bear,chair,41753
where is the man riding his skate board,street,397454
where is woman carrying a brown box standing,doorway,562071
where is the motor scooter parked,window,246923
where is the person watching three giraffes,cage,503683
where does the man take a picture,mirror,312877
where does the doll take a shower,bathroom,335087
where is the man preparing a meal shirtless,kitchen,56550
where did the row of different motorcycles line up,garage,109777
"where is the cat with water droplets falling , with tile on wall",bathtub,48993
where are the group of cows walking,street,21206
where is the girl wearing sunglasses playing baseball,backyard,570538
where are the couple of cows laying,street,262670
where is four giraffe standing,pen,555668
where is the man in a tie sitting,room,47249
where did the green toilet seat adorn,bathroom,455769
where are two men in costumes eating donuts,store,269004
where is woman taking picture of herself,mirror,342618
where are the couple of red flowers,jar,119579
where is the giraffe lying down,pin,333048
where did an orange minivan bark,driveway,393412
where are two women using nintendo wii controllers,room,11328
where is a toilet brush and holder,bathroom,133791
where is the man wearing a leather mask and wrist cuffs sits,chair,206279
where is a small tv and a small table,room,275980
where is man preparing food items to be cooked,kitchen,129563
where are the group of artistic surfboards displayed,tent,269366
"where is the dog sitting ,",chair,124202
where is the grey cat sitting,bowl,350727
where does an orange cat sit,chair,178178
where is the man sitting as a train moves by,station,192720
where are seven doughnuts sitting side by sied,pan,203388
where are two people sitting on chairs,room,581637
where is the man working,kitchen,334098
"where do two boys , one very young , and one a little older , ride skateboards",street,471915
where did two beds push together sitting,bedroom,162892
where are two men playing wii,room,380084
where are three mirrors and a sink,bathroom,54758
where is the woman looking quizzically the large bag of broccoli she is holding,store,202168
where did the bed with a new bed set,bedroom,309521
where is angry looking black and white cat,sink,502204
where is the man standing in a kitchen prep area,apron,282889
where are two people relaxing,room,401313
where does the man take a photo of himself,mirror,513618
where does the white cat lay,bed,333241
where is a blue toilet and a white sink,bathroom,151054
where did the bunch of doughnuts sprinkle with sugar sitting,basket,498649
where is the person crossing the street,vest,391956
where is the black cat sitting,bag,501377
where did two brown owls nestle,container,88621
where is the grey and white cat 's reflection,mirror,458631
where did drinks with asian labels store,refrigerator,309087
where does the yellow lab dog sit panting,car,333098
where is the orange as are a bunch of green apples,box,544449
where is the bathroom reflected,mirror,564646
"where does the fluffy , stripped tabby cat stretches cover",bed,375185
where is the young woman shaking up something,kitchen,246494
where are the couple of people cooking,room,262239
where do glass sculptures sit,window,28766
"where are green apples , lemons and oranges",sink,56364
where did a make bed,room,475985
where is the man looking wide-eyed at himself,mirror,214174
where are two adult women using video game controllers while standing,room,398623
where are two toilets,bathroom,51949
where are the bed and couch placed,room,10466
where is the train stopped,station,95948
where does the cat sit,suitcase,252420
where are the two ovens stacked up,kitchen,487038
where are two sinks and a tub/shower combination,bathroom,333653
where did the bed cover in clutter between two tables with lamps on them,bedroom,564611
where did segments of an oranges and herbs arrange,plate,264697
where are cars driving,street,420276
where did 2 people reflect,mirror,227127
"where is the person eating , giving the thumbs up",restaurant,482122
where is the child laying,bed,84758
where is the kitchen clean and light comes,window,245857
where is the bamboo plate displaying various food items,restaurant,324635
where is the child smiling,suitcase,175391
where are several people while others watching,road,395216
where is the chef preparing meals,kitchen,22857
"where are plums , cherries , blueberries , tomato , cucumber , fish , lettuce , and carrots",dish,287585
where is the man in a white sweater sitting,chair,158107
where is the little girl tossing a red frisbee,driveway,74572
where is the man wearing a suit and sunglasses sits,car,219250
"where did the brown striped cat with white , close up , curl up",container,16664
where does the smiling woman playing wii,room,57995
where did the microwave oven mount inside of a wall,kitchen,439995
where did the plate with a sandwich cut,container,76877
where did zebra 's head display,photograph,298913
where is two sheep standing,doorway,17890
where are the three suitcases sitting,floor,72995
where is red truck sitting,street,389183
where did the laptop and a desk lamp leave on,room,264363
where is the toilet seat,restroom,118976
where are tools lying around,bathroom,59515
where is the bed pictured,bedroom,143820
where is the person with a striped shirt sitting,room,121420
where is an view looking down at a tennis match being played,stadium,140690
where does the woman take a picture of herself,mirror,356868
where are the motor bike and pieces of clothing displayed,window,246923
where is the curtain hanging,bathroom,301783
where does the man with an apron prepare a mixture,bowl,285821
where do the red teddy bear sitting all around,chair,470539
where do several chefs work,kitchen,331759
where is the toilet without a tank,bathroom,534521
where is the woolly horse standing,cage,458705
where is the kid under a blanket and a book laying on them,bed,567439
where is the pizza cooking,oven,228382
where are various fruits presented,bowl,579057
where is the skateboarder getting ready to skate,pool,353899
where is the woman riding her bike,street,423776
where is the cat sitting,chair,389463
where is the girl sitting with a microwave,chair,261271
where is the skate boarder doing tricks,backyard,201417
where is the train parked,station,147585
where is the woman looking,mirror,340321
where did double decker bus stop,street,246573
where does the room need to be picked up,house,572352
where is one puppy sitting while another dives in with two paws,bowl,315944
where does the slice of pizza sit,container,306569
where are the clock hanging where several trains parked on tracks,station,429399
where did cooked food item with cheese and onions serve,basket,523211
where is the person laying,bed,36022
where are the herd of sheep encaged,pen,215480
where are two men and two women having drinks,bar,175798
where is an orange cat sticking its head,bowl,152724
where are two toilets,room,253424
where is the man holding up a banana,office,516895
where are the couch and rocking chair,room,85272
where is the fireplace sitting,bedroom,10655
where is the white truck pulling a black car,street,533998
where do the man gear moving down a slope in skis,ski,4490
where is the man with a megaphone walking,street,444583
where is a silver plane,museum,439400
where are many people,airport,62778
where is the pizza cut up,box,129305
where did the person running water over their have,sink,312299
where does two wooden chair one with a man petting a cat,window,54743
where did man strip baseball uniform holding a bat,pin,326628
where did the custom paint pickup truck,street,304236
where is the black cat sitting,sink,54918
where does the group of red flowers with long green stem,vase,242597
where does the polar bear look beyond the fence that encapsulates it,zoo,472181
where do the man and a young boy play a video game,room,208379
where are the people making donuts,store,15794
where is an old man wearing a bright blue tie stands,kitchen,46013
where is the empty train stopped,station,474363
where is the cat sleeping,bag,36745
where did the woman judges hand paint umbrellas,room,315168
where did the group of firemen put down cones,street,236486
where is the golden-maned horse looking over the gate,pen,500977
where is the pink flower,vase,559565
where is the collection of furniture,room,138910
where are two teddy bears sitting,chair,554534
where are some chefs working,kitchen,4244
where did the cellular phone place,station,71507
where is the man posing with his jacket open,bedroom,221156
where are chocolate covered donuts displayed,bowl,14759
where are the toilet and sink seen,bathroom,170885
where is the student sitting,chair,151864
where is the white toilet sitting,bathroom,43340
where did the group of orange stuff animals hanging up,store,69729
where does four skateboarders doing tricks,street,11159
where is the large cat laying,basket,419273
where is the cat laying,purse,553378
where does the bunch of bananas sit,bowl,458921
"where is the salad made of carrots , green beans , and zucchini",container,473866
where did the train stop,station,64751
where is the man setting up his bird cage,room,241851
where does the boy sit,office,408957
where are the group of people sitting,room,164381
where are the dozen krispy kreme donuts,box,58041
where does the television play,room,164348
where is the lady wearing a hat is sitting,boat,393195
where are the croup of chefs cooking,kitchen,16125
where are people enjoying the aircraft displayed,hangar,409653
where are boats parked,marina,345944
where is the train car with graphittie on it stopped,station,147616
where is the room uniquely decorated,house,444399
where are the pots and pans hanging,kitchen,282351
where is the man taking the cushion off of an ottoman,room,58351
where does the woman use a laptop computer,bed,171297
where is the brocolli florets cooking,pot,383157
where did the person reflect,mirror,480161
where does the black and white cat sit,container,435583
where is person riding their bike pass the tour bus,lane,201260
where is the woman using a blender,kitchen,154037
where do colorful suitcases sit,room,226363
where did the boy catch the baseball,glove,258544
where is the woman checking her cell phone,restroom,98298
where is the person sitting,bathroom,350206
where is a new silver oven appliance,kitchen,391084
where is the cat looking,mirror,365205
where did the cat curl up sleeping,container,16664
where did the man stand next to the shirts,vest,153123
where do breaded meat and greens stir fry,pan,456563
"where did two trains stop side ,",station,446199
where is the gentleman giving a beagle puppy a bath,sink,330164
where is the woman holding up sandwich,car,478652
where is the black and white cat laying,bed,34415
where does the cat sleep,bed,526225
where is man holding showing off cell phone,room,39065
where does the pair of zebra 's being playful,pen,294104
where do a take out lunch,box,502730
where does two computer monitor displaying web pages,room,375820
where is an on microwave unit heating something,cup,250533
where is the large chocolate cake sitting,pan,350706
where are several boats,marina,373291
where is the woman looking,store,93298
where are two children smiling over a pan of pizza,restaurant,299122
where is the woman giving the two children a bath,tub,176947
where does an older woman prepare food,kitchen,11701
where are the bunch of doughnuts,box,558555
where is the window above the long bathtub,bathroom,34164
where is the single banana resting,bowl,168454
where are the man and woman preparing food,kitchen,121226
where do the mini-refrigerator and a microwave sit,bedroom,400966
where is the bathroom shown,room,469389
where is the naked young boy brushing his teeth,mirror,1790
where are cooks preparing food,kitchen,425758
where is an uncooked pizza with sausage on top,pan,497500
where does the woman in a dress smile,kitchen,548118
where did the large golden plate trim,vase,163192
where is the woman displaying her new smart phone,box,233543
where are people standing at a fence watching a border collie wrangle sheep,pen,30163
where are many dishes and magnets on the refrigerator,sink,29377
"where are two cats crouched ,",refrigerator,191156
where do the couple sit,chair,188987
where are the three red flowers still alive,vase,138342
where is an opening through which food can be passed to the living room,wall,147122
where are the couple of men talking,street,419296
where is the loaded pizza pie sitting,box,179037
where is the young boy playing video games,room,184157
where is the small dog sitting,hallway,150211
where is the little boy sitting,terminal,65191
where is the dog looking,door,400134
where is the cat taking a nap,drawer,578020
where did the fish eye look,house,134650
where did the whole bunch of urinals line up,restroom,235168
where did cattle gather,fence,500818
where is the baby eating a piece of food,kitchen,223369
where is the baby elephant taking a bath,pool,29085
where does the boy hold a spatula by an over,apron,418927
where is the baby zebra standing,pen,160930
where is the dog pulled by a person,suitcase,137931
where are lots of bananas seen hanging in the background and gathered,basket,534716
"where is woman talking , while wrapped up from the cold",bed,430493
where is the bunch of food cooking,pan,98220
where are several planes admired,museum,163091
where are some purple irises,vase,556763
where is the toilet seat seen,stall,248227
where is the white cat standing,plant,310928
where do the youngsters bunk bed and dresser,bedroom,229990
"where do bananas , and citrus fruit sit",basket,157860
where is the white toilet sitting,shower,315647
where is the red motorbike parked,street,373128
where does the girl hold a glazed donut,chair,34557
where is the small red bird,window,267498
where does the large bed sit,room,430597
where are young children using remote gaming controls,room,86790
where did an orange tabby cat curl up,bowl,401705
"where are the group of people sitting , and some are playing volleyball",backyard,71339
where is the dog playing with a dog toy,vest,11080
where do the display rack,store,45325
where are the couple of elephants standing,pin,507101
where is the woman kneeling,bathroom,572608
where is some baked food,dish,311228
where does worker stand next to train,vest,96463
where are the couple of people sitting,boat,495334
where is the man pushing a cart with luggage,airport,398367
where does the man adjust his neck tie,mirror,103547
where does the worker push a cart with merchandise,warehouse,317153
where are the bundle of wires tangled up,box,371927
where does the hole border a spotlessly clean porcelain toilet and bathtub,wall,412599
where are several people examining the furniture,room,454144
where is an elephant eating some food,pin,169947
where is the man sitting,bedroom,136764
where did thirteen children and one adult dress,equipment,543803
where did the fluffy cat curl up,sink,537022
where do the woman and a dog stand,kitchen,173019
where are some white flowers sitting,vase,259242
"where are bananas , oranges , and lemons laying",basket,157860
where does the man set up equipment under a tent,wheelchair,53939
where is the bus leaving a bus stop,street,553407
where did the red rise sitting,vase,18395
where is the woman driving,car,547450
where is the man leaning back eating a doughnut,chair,499024
where is the woman laying,bed,516043
where did two young girls hug each other,kitchen,49522
where do three zebras enjoy the shade of two giant umbrellas,zoo,185448
where are banana bagels toasting,oven,72629
where is the girl wearing a robe and eating a sandwich,bed,572174
where are two children sitting on their toilets,bathroom,66514
where is cat taking a nap during the daytime,chair,84609
where does the happy boy eat dessert,restaurant,253955
where is the cat pushing his head through the crack,door,127744
where did the glass wall shower,bathroom,386483
where is the white toilet sitting,bathroom,534521
where do gold clock stand,building,323705
where are the couple of puppies napping,bed,340598
where is the white and tabby calico mixed cat laying,bed,580234
where are people picking up their luggage,airport,249226
where is the wooden bunk bed placed,hallway,159974
where is the train pulling passengers cart . /,train,477785
where are the group of cows walking,street,344482
where is the doll taking a shower,bathroom,335087
"where does the man in a suit looks lean back ,",chair,282738
where are many tables and benches sitting,room,147551
where is the person holding a slow down sign,vest,55882
where is the light rail train sitting,station,353761
where is the man preparing food,kitchen,22857
where are the couple of cows sitting,pin,377329
where is the person wearing a dog,bag,413676
where is the little black bear all alone,backyard,332562
where is the adult white call sleeping,ball,275371
where is the man eating a hot dog,chair,540059
where does the person take a picture of themselves,mirror,319197
where do the man and woman pose,room,12614
where is the cat laying,sink,306677
where is the person laying,bed,517349
where is the white toilet sitting,bathroom,128736
where does the truck appear to be far away,mirror,349875
where is the set of luggage sitting,wheel,226224
where do two twin beds sit,bedroom,526793
"where are the shower stall , toilet and sink shown",bathroom,320731
where is the flower on a table,vase,258265
where is the bird touching a liquid,bowl,104130
where are the man and two dogs,backyard,221416
where is the woman sitting,suitcase,147775
where do the bunch of ripe bananas sit,bag,283144
where is the boy eating a pastry,store,508281
where was the young puppy put,car,458328
where is the bed sitting,bedroom,80159
where is the crowd of people walking,street,364228
where are the couple of giraffes standing,pin,150996
where is the shower curtain closed,bathroom,566193
where is the wet suit hanging,shower,253435
where are some giraffes laying down,pin,431194
where is the cat sitting,street,562558
where does the naked doll and two teddy bear sitting,chair,93748
where do some giraffes and ostriches sit,zoo,278393
"where are bananas , apples and oranges ,",bowl,331505
where are the man and woman talking,kitchen,325809
where is the fluffy cat sleeping,bowl,533826
where does the vietnamese hoagie with a plate behind it that have various fresh vegetables,basket,568572
where are people while some holding flags and a man is taking photos,street,314092
where is the woman walking down the street,backpack,64481
where is the male child brushing his teeth,bathroom,476151
where is the small boy standing against the ocean,vest,368248
where do workers patch holes while some watch,street,556089
where are two people feverishly playing a wii game,room,536938
where is the baby holding a stuffed toy sits,crib,175883
where are women preparing wraps,kitchen,332333
"where is person laying down ,",bed,327455
where is the business meeting happening,room,67655
where is the woman looking and brushing her teeth,mirror,340321
where is the skateboarder riding his skateboard,street,223682
where is the man wearing a suit and tie standing,room,111311
where do the woman and two babies swim,pool,196672
where are fruits vegetables and mushrooms assorted,container,63668
where are several shiny oranges piled,bowl,193892
where are two sparrows sitting on the mirror of a car ; one sparrow is looking,mirror,248360
where are the woman busy preparing a meal together,kitchen,384907
where is the man taking a picture,mirror,132669
where is the person taking a picture,mirror,208357
where is the bed sitting,bedroom,253212
where did the bunch of ties rack,shop,79453
where are some people tasting wine,room,21462
where is the man helping a small child use a game controller while others watch the monitor,store,338894
where did the delicious view of some healthy food set,plate,501947
where does the small purple flower resemble a firework exploding,vase,414603
where is the food being cooked,pan,277907
where is an old car parked,street,222489
where is the corner sink reflected in two mirrors,restroom,251418
where are two sandwiches sitting,oven,363486
where is the man stepping onto the wing of a small aircraft parked,hangar,541541
where is the small stuffed bear laying,bed,204345
where is the white toilet sitting,bathroom,357865
where are the couple of giraffes standing,pin,26538
where is the mixed bouquet of flowers,vase,78640
where is the plant displayed on a shelf,container,203692
where are elephants lined up,photograph,347111
where did the number or plants plant,garden,115475
where is the little girl standing while brushing her teeth,box,190863
where is the young woman skating while several people watch her,bowl,163239
where did large baked food item display,restaurant,287988
where is the red stop sign sitting,basket,120032
where does arrangement of autumn leave,vase,452824
where are two giraffes standing at each other,cellphone,73591
where is the modern toilet seen,bathroom,71907
where is the man looking,store,344065
where is the clock saying old town,street,510701
"where are broccoli , a garlic bulb , and other edibles arranged",container,137833
where is the person sitting the couch with a laptop,room,336075
where is the brown dog laying,bed,372976
where is the bathroom clean and ready to use,house,449859
where is the bird standing looking down,building,191262
where is the man playing video gammes,room,283431
where is the man looking,mirror,135392
where does an electric toothbrush sit,station,528541
where does the red flower sit,vase,2150
where is the cat taking a nap,chair,183957
where are the toilet and a blue trashcan,bathroom,88376
where are two kids sitting on a small striped chair,room,145139
where is an old car sitting,driveway,498081
where do the small teddy bear sitting,chair,52992
where did white bathroom with red rise,sink,333583
where is the man preparing food,kitchen,347354
where is meat and cheese sandwich served,basket,185577
where is the young woman sitting up,bed,182201
where are cars and buildings in a city,street,78286
where are some student or friends eating pizza,library,22411
where is large black dog sticking his face,bag,375140
where is the cat sitting,toilet,518156
where does the clock sit,wall,369593
where is the man holding a military medal,bar,411362
where did several boys and one man gather,street,274039
where is the pizza cooking,oven,338289
where is the man making a face,mirror,214174
where is the person laying reading a book,bed,416575
where is a stove and refrigerator,kitchen,248132
where does the big dog with a leash sit,car,90827
where are some young girls,train,312090
where does the family sit,room,482330
where are the woman and two babies,pool,196672
where are several giraffes eating,pen,486825
where is the guy wearing a black tee shirt is standing,room,120145
where is orange cat watching,room,162801
where is the man cutting broccoli to put,pan,129563
where is the little girl preparing food,kitchen,148810
where is one male doing,walkway,47734
where are the dozen mixed donuts sitting,box,177148
where do the bullet train sitting,station,124764
where does the toilet need to be cleaned,bathroom,284020
where does an indian man sit,shop,514293
where does the well dressed man wait,garden,485595
where are the pig pile of pizzas,room,534859
where do the man and woman mirror with cameras,bathroom,29041
"where did someone place bananas , strawberries and oranges to make a smoothie",blender,246382
where is the bunch of young men playing with the nintendo wii,room,203216
where is person leaning forward,chair,190573
where is the turkey being basted in an oven,pan,260733
where do boy skate boarding off cement bench,building,114703
where is man sitting,cart,520866
where does the large bear sit,chair,479331
where does the woman lead a horse from a stable,vest,236673
where is the person taking a photo,mirror,175513
where is the plumber fixing a sink,bathroom,381470
where is the black dog standing,room,403798
where are the pots and pans hanging up,kitchen,404147
where does the bear walk up some rocks,pen,535766
where does the transit train sit as people stand near,station,408249
where do the dog with it 's head inside a toilet bowl,bathroom,479134
where is the dog eating a hotdog bun from a woman,room,239536
where did the motorcycle park,driveway,106072
where is the cat looking at it '' s own reflection,mirror,405278
where is the man reading his laptop,bed,460916
where are two bikes and a desk sitting,kitchen,398419
where are giraffes and zebras,pen,355740
where are two small kids laying open,bed,14653
where do the man and a woman try out a video game,store,84489
where is man holding two hot dogs,box,145189
where are some pink roses,vase,510034
"where do chopped vegetables , including broccoli and red peppers , sizzle",pan,416426
where is the man taking a picture of himself,mirror,113721
where is the small dog standing,suitcase,202186
where does the person on a skateboard do a trick,bowl,308541
where is the person sticking their hand,sink,381470
where is a person and suitcases,truck,438841
where is the man laying,bed,541293
where is an old war plane parked,hangar,423749
where is the giraffe walking around,pen,48252
where is young boy knocking over his t-ball stand,backyard,10319
where is the horse pulling a cart,street,481634
where are three men making food,kitchen,310562
where is the cat laying down,sink,41103
where does the little girl sit,suitcase,233143
where are some vegetables,bowl,310546
where are the toilet and toilet tissue,bathroom,548053
where is the woman wearing only a shirt looks,fridge,252925
where are some brown black and white horses,pen,383210
where is a man next to him,boat,235177
where do country furnishings include wood floors and walls,bedroom,155869
where are two women putting pies,oven,533619
where are the helping of snap peas cooked,pan,67496
where is the girls puppy sitting,basket,183197
where is the stuffed toy,oven,30187
where did the fishing trawler dock in,marina,448013
where did the metallic wall mount oven,kitchen,256921
where does the man play a wii video game,kitchen,82822
where is the black and white cat,bag,516470
where are two guys working,restaurant,182505
where is the hamster looking,mirror,77292
where is an electric toothbrush washed,sink,468214
where does the woman reach for art supplies,room,37198
where are the man and a woman both standing together,doorway,57199
where are the man and woman,kitchen,406004
where are two men playing tennis,stadium,290690
where are the police riding the motorcycles,road,519053
where are some people standing around,kitchen,537774
where are the toilet and a pair of shoes,restroom,252699
where is the fluffy dog sleeping,bed,345238
where is the train standing,station,88414
where is an old wood stove,kitchen,341894
where is the child practicing his bating,cage,36341
where does the man in a suit look,mirror,214174
where are several kids playing a video game,store,298458
where does the display of teddy bear,store,563048
where is the man with a painted red and white face standing,street,348595
where do the sad little teddy bear laying,bed,204345
where are the nice living room and dining set,house,333555
where are the bunch of oranges sitting,bowl,38134
where is the person laying,bed,361905
where is the young toddler asleep,crib,369338
where is the statue roped off,room,490992
where did the single rise,vase,456033
where is dark grey cat laying down,bench,554731
where are people traveling,boat,17712
where is a desk and chair,bedroom,322180
where is the small girl laying holding a video game controller,bed,175606
where is the big bed covered,room,57859
where are empty benches and tables lined up,building,532504
where does the train sit,station,98965
where is the red passenger bus moving between parked cars,street,22440
where do the modern toilet bowl,stall,212063
where is the baseball player hitting a hall,stadium,119036
where does the black and white bear lie down,rack,387875
where is the woman using her ipad,bed,377850
where is the woman preparing a food dish,kitchen,208646
where is the small pizza sitting,pan,33995
where are two little boys laying,bed,364359
where are the cabinets opened,kitchen,194620
where is the plane door being prepared,hangar,183811
where do the red fire hydrant sitting,bed,370224
where are two white polar bears rolling around,pen,145212
where are two men and a woman chef,kitchen,166926
where did the stuffed teddy bear mount,frame,362319
where are two people sleeping on couches,room,210683
where does the lone toilet sit,bathroom,309382
where is the bed made up,room,480712
where does the dog sit,bed,429309
where does the performer in uniform stand while people look on,suitcase,409216
where is the woman holding up toothbrushes,store,88514
where does 's a laptop and a package of tissues in a pocket,bag,296696
where did the cat curl up,suitcase,398702
where are the man and woman cooking,kitchen,504257
where is the giraffe statue,museum,180281
where did the group of boats park,marina,124747
where did the red and white train park,station,158099
where do high speed train leaving a platform,station,108819
where do purple and yellow flowers sit,vase,325799
where is the bunkbed sitting,room,46168
where are the refrigerator and stove seen,kitchen,540210
where are the people feeding the giraffe,pen,67438
where do the cat scratch pole,room,381384
where is the newborn baby laying down,crib,141965
where does 's a flat toilet,bathroom,159392
where is an elephant standing,road,358265
where is the man preparing a sandwich,restaurant,168173
where is the pizza sitting,box,51178
where is the little girl laying,bed,84155
where are people boarding a train,station,437832
where do zebra enclosure prodding around inside the dirt,zoo,442793
where does collection of toy bear,shop,494090
where is the black and white cat sitting,sink,502204
where is the black and white cat hiding,bag,493316
where is the man cleaning a grill,restaurant,371786
where do different kinds of fruit sit,bowl,417458
where do the man and woman stand back to back wearing aprons,kitchen,504257
where does the man on a bicycle prepare a drink as a woman stands nearby,blender,507444
where is the beautiful woman sitting up,bed,182201
"where did the printed picture of a chef salad , hot dog and hamburger buns , a plate with a hot dog and a side of salad and someone dip a hot dog",can,191408
where is an elephant taking a bath,pool,29085
where is the woman taking a photo of herself,mirror,387408
where is the gray white and black cat sitting,bag,381944
where are white flowers standing,vase,205934
where does the chef serve a person some food,tent,84757
where is the chef holding up a knife,kitchen,415232
where is the double sink nice and clean,bathroom,343670
where are armed military forces riding,truck,251589
where is the woman petting,cage,421400
where do the brown teddy bear laying,bed,374133
where does the man stand as a train passes,station,81544
where is the little girl laying down,bed,255392
where do people gear waiting in the snow,ski,348047
where is the man riding a skateboard,garage,35037
where do piles of antique luggage sit,window,489415
where does the man aim a camera,mirror,386564
where is the man standing while he preparing food,kitchen,59319
where is the man wearing glasses cooking a chicken,oven,243304
where is the potato and chives casserole,dish,310546
where is the woman eating a sandwich,restaurant,64350
where is the little boy putting silverware away,drawer,365819
where did the clock mount,hallway,222686
where is a traffic signal,street,524927
where is the pan pizza sitting,pan,497500
where is the black cat sitting,sink,447885
where is the green plant,pot,251132
where is the baby holding a teddy bear sitting,crib,175883
