question,answer,id
what is the color of the chair,brown,291355
what is the color of the flowers,red,72222
what is the color of the towell,blue,548953
what is the color of the cat,black,529188
what is the color of the person,purple,319256
what is the color of the bus,purple,159567
what is the color of the sign,red,55753
what is the color of the plate,white,159411
what is the color of the hillside,green,534917
what is the color of the cat,black,235842
what is the color of the field,green,574144
what is the color of the dog,brown,374832
what is the color of the bus,purple,62581
what is the color of the cat,gray,106269
what is the color of the car,black,303340
what is the color of the teddy,brown,302715
what is the color of the chair,red,469934
what is the color of the dress,white,478052
what is the color of the counter,blue,367814
what is the color of the train,blue,265236
what is the color of the bowl,blue,432636
what is the color of the motorcycle,blue,211449
what is the color of the sign,red,406708
what is the color of the building,brown,255335
what is the color of the lights,purple,378911
what is the color of the bears,black,434264
what is the color of the ocean,blue,433637
what is the color of the umbrella,purple,229544
what is the color of the horse,brown,192747
what is the color of the skiing,black,270659
what is the color of the hat,white,411937
what is the color of the picture,gray,182960
what is the color of the computer,red,184589
what is the color of the lights,green,477417
what is the color of the teddy,white,515006
what is the color of the flowers,purple,242404
what is the color of the stove,black,415976
what is the color of the bear,brown,223573
what is the color of the rail,blue,224260
what is the color of the photograph,white,132386
what is the color of the flowers,purple,473018
what is the color of the surface,gray,143334
what is the color of the shirt,purple,404283
what is the color of the cat,gray,381944
what is the color of the traffic,red,422576
what is the color of the washer,red,10337
what is the color of the dog,white,28373
what is the color of the bike,orange,62707
what is the color of the hair,gray,76401
what is the color of the sign,purple,499525
what is the color of the vase,white,35668
what is the color of the pan,black,29356
what is the color of the cows,brown,445517
what is the color of the scissors,purple,472312
what is the color of the bathroom,white,293763
what is the color of the trucks,blue,379246
what is the color of the cap,red,101839
what is the color of the juice,orange,299466
what is the color of the flowers,white,421059
what is the color of the sleeping,brown,120846
what is the color of the mix,green,279503
what is the color of the sign,red,145738
what is the color of the grass,white,366934
what is the color of the bedroom,white,349337
what is the color of the bed,red,155205
what is the color of the walls,purple,39913
what is the color of the bird,orange,19238
what is the color of the walls,blue,90290
what is the color of the cat,brown,137970
what is the color of the juice,orange,89052
what is the color of the cat,gray,388841
what is the color of the bird,purple,579567
what is the color of the field,green,60671
what is the color of the table,white,82833
what is the color of the eyes,blue,268781
what is the color of the bear,black,311953
what is the color of the shirt,white,256539
what is the color of the fire,red,137745
what is the color of the floor,brown,581419
what is the color of the tractor,green,487783
what is the color of the box,white,365858
what is the color of the sofa,brown,160142
what is the color of the ball,yellow,424607
what is the color of the van,white,42705
what is the color of the seats,brown,63275
what is the color of the water,blue,345951
what is the color of the bathroom,white,451535
what is the color of the statue,gray,192852
what is the color of the bear,black,222858
what is the color of the box,brown,477156
what is the color of the bathroom,black,393601
what is the color of the table,white,425837
what is the color of the banana,yellow,532734
what is the color of the bird,black,468730
what is the color of the vase,purple,299380
what is the color of the bench,blue,83663
what is the color of the shirt,purple,288943
what is the color of the table,purple,316585
what is the color of the shirt,white,446937
what is the color of the suv,blue,241214
what is the color of the plate,white,327580
what is the color of the cabinets,white,127495
what is the color of the wedge,orange,231393
what is the color of the fence,yellow,91288
what is the color of the team,white,548935
what is the color of the umbrellas,blue,217276
what is the color of the teddy,gray,521806
what is the color of the balls,yellow,446351
what is the color of the man,gray,330208
what is the color of the basket,green,568572
what is the color of the stop,red,555365
what is the color of the jacket,blue,82834
what is the color of the shirt,blue,481843
what is the color of the dog,white,168769
what is the color of the house,blue,446783
what is the color of the grass,green,164667
what is the color of the bed,white,549413
what is the color of the sky,blue,333355
what is the color of the frisbee,purple,400926
what is the color of the bus,red,295376
what is the color of the desk,gray,391000
what is the color of the saucer,white,13146
what is the color of the beach,brown,561251
what is the color of the kite,purple,130093
what is the color of the dog,brown,429236
what is the color of the cat,gray,121229
what is the color of the machine,purple,79986
what is the color of the cow,black,410226
what is the color of the shoe,black,32727
what is the color of the seats,red,487632
what is the color of the bear,white,282419
what is the color of the frisbee,red,541944
what is the color of the bus,red,540848
what is the color of the bank,green,520551
what is the color of the wine,red,90569
what is the color of the shirt,yellow,131979
what is the color of the tray,blue,55202
what is the color of the water,blue,228227
what is the color of the jam,red,508814
what is the color of the helmet,red,474067
what is the color of the shirt,blue,381931
what is the color of the water,blue,297969
what is the color of the dress,white,24305
what is the color of the man,black,406356
what is the color of the grass,green,56028
what is the color of the hydrant,red,291560
what is the color of the plane,white,134334
what is the color of the object,orange,541319
what is the color of the suitcase,red,524249
what is the color of the fixtures,white,532509
what is the color of the teddy,white,181649
what is the color of the bear,brown,420544
what is the color of the car,white,175500
what is the color of the bike,green,414647
what is the color of the toothbrush,orange,472390
what is the color of the strip,black,158848
what is the color of the uniform,red,362432
what is the color of the bears,black,537553
what is the color of the signs,orange,454680
what is the color of the walking,purple,106843
what is the color of the bear,brown,310748
what is the color of the flowers,purple,248016
what is the color of the plate,white,437967
what is the color of the bridle,purple,181990
what is the color of the chevy,red,101476
what is the color of the curtains,red,182974
what is the color of the grass,green,569250
what is the color of the sky,blue,395850
what is the color of the tops,blue,18090
what is the color of the bear,black,130037
what is the color of the motorcycles,black,152764
what is the color of the frisbee,purple,550875
what is the color of the umbrella,orange,358171
what is the color of the vase,green,68857
what is the color of the jacket,orange,67331
what is the color of the bears,brown,115681
what is the color of the plate,white,74403
what is the color of the bedspread,red,348751
what is the color of the swans,white,482967
what is the color of the plate,orange,427462
what is the color of the scheme,blue,205875
what is the color of the lamp,white,290668
what is the color of the goggles,green,77662
what is the color of the front,white,66283
what is the color of the lawn,green,503074
what is the color of the truck,yellow,206203
what is the color of the table,purple,198788
what is the color of the mascot,green,279129
what is the color of the shirt,yellow,468202
what is the color of the sits,yellow,477029
what is the color of the clock,purple,101675
what is the color of the umbrella,blue,239365
what is the color of the light,green,479941
what is the color of the jacket,gray,172387
what is the color of the bear,brown,236740
what is the color of the toilet,white,255930
what is the color of the linens,red,327455
what is the color of the plate,white,470361
what is the color of the carpet,purple,560309
what is the color of the blanket,blue,416559
what is the color of the coat,purple,404854
what is the color of the carpet,gray,124893
what is the color of the platform,yellow,6710
what is the color of the vase,white,579534
what is the color of the motorcycle,red,96557
what is the color of the horse,brown,312660
what is the color of the shirt,gray,213426
what is the color of the sticking,brown,98760
what is the color of the chair,red,512625
what is the color of the horse,brown,363702
what is the color of the tray,black,110034
what is the color of the jersey,green,251293
what is the color of the outfit,blue,253266
what is the color of the vase,red,323829
what is the color of the dog,brown,72284
what is the color of the shirt,green,13670
what is the color of the fire,yellow,472166
what is the color of the table,white,549409
what is the color of the toilet,white,550021
what is the color of the dogs,white,113880
what is the color of the day,gray,399500
what is the color of the food,purple,175353
what is the color of the couch,gray,386854
what is the color of the jacket,green,182027
what is the color of the backdrop,black,291499
what is the color of the city,orange,22298
what is the color of the wave,blue,556824
what is the color of the truck,blue,115237
what is the color of the dress,blue,202431
what is the color of the pick,red,71409
what is the color of the suit,gray,431707
what is the color of the dress,red,381244
what is the color of the sign,green,10222
what is the color of the cat,black,280866
what is the color of the bear,brown,84165
what is the color of the broccoli,green,408048
what is the color of the bathroom,blue,119418
what is the color of the garden,green,474784
what is the color of the photo,white,109156
what is the color of the jacket,blue,194312
what is the color of the umbrellas,blue,173231
what is the color of the shirt,blue,90570
what is the color of the bus,yellow,166503
what is the color of the wall,gray,539675
what is the color of the building,yellow,99010
what is the color of the bears,brown,7224
what is the color of the helicopter,orange,55559
what is the color of the outfit,purple,419173
what is the color of the shirt,white,226747
what is the color of the bananas,yellow,322943
what is the color of the truck,gray,154259
what is the color of the road,red,438878
what is the color of the tail,red,480744
what is the color of the laptop,white,581055
what is the color of the bus,purple,147052
what is the color of the bears,brown,345701
what is the color of the bear,brown,69350
what is the color of the rug,red,552819
what is the color of the picture,white,268081
what is the color of the bikes,blue,88330
what is the color of the comforter,white,111400
what is the color of the building,gray,403525
what is the color of the cat,gray,578072
what is the color of the wall,white,276554
what is the color of the driving,red,2089
what is the color of the beverage,green,144330
what is the color of the kitten,gray,442422
what is the color of the sky,blue,480115
what is the color of the refrigerator,white,412545
what is the color of the engine,black,318164
what is the color of the field,green,229352
what is the color of the hat,orange,33272
what is the color of the jacket,blue,453008
what is the color of the bag,yellow,37979
what is the color of the train,black,362604
what is the color of the kites,green,104026
what is the color of the monkey,brown,136111
what is the color of the field,brown,509988
what is the color of the tie,green,330208
what is the color of the flowers,purple,336492
what is the color of the kite,purple,394089
what is the color of the horse,white,334011
what is the color of the cat,black,485044
what is the color of the blanket,red,143521
what is the color of the couch,white,540321
what is the color of the shirt,white,286484
what is the color of the church,white,526898
what is the color of the light,green,519365
what is the color of the train,yellow,247110
what is the color of the frisbee,yellow,267798
what is the color of the bus,red,70104
what is the color of the cow,black,429671
what is the color of the machine,black,507781
what is the color of the cow,black,424138
what is the color of the house,red,187869
what is the color of the buildings,brown,508938
what is the color of the paper,brown,16169
what is the color of the spread,white,320376
what is the color of the mask,black,241283
what is the color of the teddy,red,75110
what is the color of the building,red,210731
what is the color of the motorcycle,orange,315462
what is the color of the multi,white,94096
what is the color of the toilet,white,571745
what is the color of the aprons,red,121018
what is the color of the eyes,brown,46965
what is the color of the wall,blue,210063
what is the color of the airplane,orange,439838
what is the color of the truck,red,331793
what is the color of the grass,green,447108
what is the color of the wool,brown,241461
what is the color of the table,red,102447
what is the color of the display,yellow,57178
what is the color of the table,white,283697
what is the color of the car,yellow,576026
what is the color of the building,gray,83986
what is the color of the cat,black,190580
what is the color of the booth,red,557848
what is the color of the shirt,green,196406
what is the color of the umbrella,orange,439720
what is the color of the blazer,brown,541050
what is the color of the sign,yellow,99180
what is the color of the luggage,brown,23479
what is the color of the bike,white,490959
what is the color of the plate,white,569667
what is the color of the hat,purple,21883
what is the color of the laptop,black,343598
what is the color of the flowers,purple,294353
what is the color of the stoplight,yellow,534791
what is the color of the screen,blue,330524
what is the color of the poles,red,545534
what is the color of the cat,orange,560685
what is the color of the toilets,blue,300392
what is the color of the train,black,319427
what is the color of the truck,red,264676
what is the color of the field,green,525549
what is the color of the hydrant,red,137745
what is the color of the pants,black,147270
what is the color of the horse,black,81995
what is the color of the cat,gray,350854
what is the color of the pasture,green,11667
what is the color of the grass,green,467790
what is the color of the markings,brown,229821
what is the color of the leafs,green,128943
what is the color of the teddy,brown,392727
what is the color of the wood,brown,225191
what is the color of the hydrant,red,465049
what is the color of the shirt,white,44228
what is the color of the image,white,221252
what is the color of the sleeping,orange,534959
what is the color of the bear,brown,300123
what is the color of the leaves,green,81397
what is the color of the cat,gray,271357
what is the color of the horse,brown,520449
what is the color of the sink,white,101761
what is the color of the wine,white,360855
what is the color of the table,orange,290153
what is the color of the trains,orange,455132
what is the color of the one,brown,542814
what is the color of the cat,orange,80519
what is the color of the sunset,orange,419757
what is the color of the table,red,503478
what is the color of the dog,black,517521
what is the color of the chairs,red,66691
what is the color of the suit,black,19955
what is the color of the uniforms,red,38380
what is the color of the skies,gray,471901
what is the color of the paint,blue,277616
what is the color of the shirt,white,510365
what is the color of the truck,black,275604
what is the color of the plate,green,186268
what is the color of the rice,white,39067
what is the color of the dog,brown,454611
what is the color of the field,green,164493
what is the color of the motorcycle,yellow,322089
what is the color of the cows,brown,160852
what is the color of the sky,blue,128652
what is the color of the trains,orange,471280
what is the color of the sky,blue,174238
what is the color of the field,green,565652
what is the color of the hydrant,orange,215776
what is the color of the toilet,white,135010
what is the color of the bear,black,489183
what is the color of the bear,black,326011
what is the color of the pant,blue,93219
what is the color of the umbrellas,black,319118
what is the color of the buses,blue,302662
what is the color of the bus,yellow,527134
what is the color of the camper,orange,451300
what is the color of the sweater,blue,286013
what is the color of the street,red,172171
what is the color of the sky,blue,335255
what is the color of the contraption,yellow,454039
what is the color of the sign,yellow,460042
what is the color of the refrigerator,white,214395
what is the color of the tiles,white,461024
what is the color of the umbrella,black,731
what is the color of the helmet,yellow,27002
what is the color of the pole,green,108259
what is the color of the button,red,142034
what is the color of the vest,green,55882
what is the color of the shirt,black,256270
what is the color of the train,blue,76645
what is the color of the bag,red,308119
what is the color of the bus,blue,22274
what is the color of the bathroom,white,503318
what is the color of the half,orange,343425
what is the color of the chairs,blue,258854
what is the color of the hydrant,yellow,58429
what is the color of the fire,yellow,318850
what is the color of the vase,green,521250
what is the color of the sky,blue,66005
what is the color of the tags,yellow,41146
what is the color of the frisbee,yellow,513440
what is the color of the dish,white,87234
what is the color of the train,purple,128645
what is the color of the bears,black,220306
what is the color of the flowers,red,86916
what is the color of the bench,white,105280
what is the color of the jeans,blue,337663
what is the color of the basket,red,329350
what is the color of the train,blue,169311
what is the color of the bus,red,87705
what is the color of the shirt,brown,11229
what is the color of the train,blue,463342
what is the color of the keyboard,black,564990
what is the color of the tie,red,430521
what is the color of the fence,white,298983
what is the color of the horses,brown,404502
what is the color of the hydrant,red,115003
what is the color of the hydrant,red,132523
what is the color of the folder,green,15693
what is the color of the stop,red,288025
what is the color of the shirts,blue,547099
what is the color of the shirt,white,551676
what is the color of the sheep,white,88029
what is the color of the buses,white,217290
what is the color of the plate,white,243127
what is the color of the booth,brown,403935
what is the color of the bus,green,438619
what is the color of the gloves,white,390539
what is the color of the vase,green,353568
what is the color of the plate,white,324165
what is the color of the bananas,green,277129
what is the color of the plate,white,218447
what is the color of the field,green,72905
what is the color of the plate,white,32183
what is the color of the kettle,red,481828
what is the color of the field,green,239254
what is the color of the frisbee,yellow,491989
what is the color of the flowers,purple,497035
what is the color of the bear,black,461560
what is the color of the shirt,white,430335
what is the color of the sky,blue,378111
what is the color of the truck,white,59114
what is the color of the cat,white,367003
what is the color of the pot,orange,559721
what is the color of the cat,black,234599
what is the color of the couch,purple,108836
what is the color of the vegetable,red,20436
what is the color of the sky,blue,551214
what is the color of the pants,black,58708
what is the color of the broccoli,green,408048
what is the color of the kite,yellow,565459
what is the color of the carpet,white,27030
what is the color of the light,yellow,253828
what is the color of the rides,yellow,260696
what is the color of the cows,brown,358457
what is the color of the sheep,white,187351
what is the color of the cat,orange,546568
what is the color of the suitcases,brown,53975
what is the color of the cake,yellow,531289
what is the color of the cat,orange,268141
what is the color of the sweater,gray,272876
what is the color of the triangle,red,333102
what is the color of the cans,blue,323812
what is the color of the tie,red,557698
what is the color of the dress,purple,466615
what is the color of the umbrella,orange,104792
what is the color of the olives,black,191175
what is the color of the pole,yellow,357508
what is the color of the kayak,red,167783
what is the color of the airplane,blue,133013
what is the color of the cat,white,231874
what is the color of the cabinets,black,315609
what is the color of the sunset,purple,196804
what is the color of the benches,black,456556
what is the color of the pasture,green,397010
what is the color of the toilet,white,338367
what is the color of the grass,brown,65961
what is the color of the signal,green,328350
what is the color of the tulips,orange,463702
what is the color of the frisbee,yellow,127810
what is the color of the disperses,orange,447099
what is the color of the cat,white,275371
what is the color of the animal,brown,458864
what is the color of the snowboard,green,430205
what is the color of the cup,blue,363028
what is the color of the bear,brown,233948
what is the color of the hydrant,yellow,331074
what is the color of the towel,blue,84448
what is the color of the bears,white,353072
what is the color of the computer,white,487033
what is the color of the bus,blue,480064
what is the color of the curtain,red,331868
what is the color of the truck,red,109738
what is the color of the dogs,brown,132165
what is the color of the car,black,457114
what is the color of the cover,green,124606
what is the color of the semi,red,189805
what is the color of the goatee,gray,480812
what is the color of the shorts,white,66345
what is the color of the elephant,gray,173202
what is the color of the goat,gray,551832
what is the color of the minivan,orange,393412
what is the color of the flowers,white,234452
what is the color of the bus,yellow,419439
what is the color of the smoke,red,483146
what is the color of the napkins,red,55130
what is the color of the plate,white,77557
what is the color of the bathroom,brown,311868
what is the color of the woman,black,72565
what is the color of the couch,orange,59910
what is the color of the ball,red,314710
what is the color of the bus,red,258642
what is the color of the sheep,gray,46492
what is the color of the bag,gray,579807
what is the color of the bananas,yellow,563340
what is the color of the cat,black,150919
what is the color of the bowl,blue,119870
what is the color of the dog,brown,240873
what is the color of the dress,purple,177840
what is the color of the landing,black,225071
what is the color of the shirt,green,555940
what is the color of the shirt,gray,232279
what is the color of the sky,blue,323230
what is the color of the ball,red,202128
what is the color of the couch,white,345899
what is the color of the flowers,red,520736
what is the color of the monster,orange,270198
what is the color of the plate,white,505708
what is the color of the jacket,gray,516176
what is the color of the hat,purple,344896
what is the color of the couch,red,251292
what is the color of the cat,gray,267653
what is the color of the glass,blue,58245
what is the color of the fire,red,461819
what is the color of the bus,yellow,364206
what is the color of the bathroom,white,581601
what is the color of the wall,brown,149422
what is the color of the motorcycle,blue,567124
what is the color of the teddy,gray,152860
what is the color of the cat,black,573430
what is the color of the horse,brown,11968
what is the color of the flowers,yellow,310978
what is the color of the cake,orange,176923
what is the color of the bikes,yellow,126728
what is the color of the jacket,blue,419571
what is the color of the dress,orange,120676
what is the color of the table,gray,194536
what is the color of the bus,green,145945
what is the color of the van,white,514676
what is the color of the shirt,gray,544884
what is the color of the sink,white,208669
what is the color of the blossoms,white,319612
what is the color of the plate,white,426429
what is the color of the kitten,black,22451
what is the color of the yard,green,561636
what is the color of the fixtures,white,200548
what is the color of the tiles,brown,220601
what is the color of the plate,white,576214
what is the color of the teddy,brown,546232
what is the color of the light,blue,476103
what is the color of the cows,brown,480344
what is the color of the cat,orange,260978
what is the color of the umbrella,blue,287364
what is the color of the sign,blue,211439
what is the color of the hydrant,white,135303
what is the color of the furniture,yellow,83368
what is the color of the shirt,white,513758
what is the color of the chair,brown,520091
what is the color of the bears,brown,357113
what is the color of the counters,yellow,301888
what is the color of the plate,red,413699
what is the color of the cat,black,373024
what is the color of the cup,blue,562205
what is the color of the sign,green,169330
what is the color of the food,yellow,229884
what is the color of the horse,brown,427800
what is the color of the ground,white,70356
what is the color of the grass,green,26111
what is the color of the dog,brown,373482
what is the color of the field,green,198516
what is the color of the water,blue,80073
what is the color of the girl,white,477135
what is the color of the signs,green,228727
what is the color of the mouse,gray,430135
what is the color of the eyes,blue,197635
what is the color of the lighting,purple,376988
what is the color of the bench,red,459466
what is the color of the cats,orange,305546
what is the color of the bathroom,blue,532509
what is the color of the gear,black,21151
what is the color of the chairs,black,256190
what is the color of the motorcycle,yellow,397482
what is the color of the backpack,black,61460
what is the color of the grass,green,270247
what is the color of the cat,brown,461600
what is the color of the hat,red,543618
what is the color of the field,green,135800
what is the color of the frisbee,purple,63214
what is the color of the cover,blue,308641
what is the color of the colors,black,173987
what is the color of the trays,black,192768
what is the color of the bananas,yellow,462185
what is the color of the room,yellow,422272
what is the color of the sky,gray,263599
what is the color of the path,gray,92868
what is the color of the trolly,red,542338
what is the color of the train,black,294954
what is the color of the chair,orange,139904
what is the color of the building,orange,180624
what is the color of the vase,white,432851
what is the color of the plate,green,205543
what is the color of the jackets,yellow,173430
what is the color of the bus,red,173876
what is the color of the animal,black,335092
what is the color of the juice,orange,251503
what is the color of the flower,yellow,81397
what is the color of the cat,gray,419273
what is the color of the control,gray,6422
what is the color of the collar,purple,363031
what is the color of the rug,red,273561
what is the color of the paper,red,252602
what is the color of the top,white,500005
what is the color of the banana,green,107836
what is the color of the umbrella,orange,46674
what is the color of the parking,gray,372390
what is the color of the cat,black,520655
what is the color of the truck,yellow,530282
what is the color of the jacket,yellow,571768
what is the color of the flowers,red,23177
what is the color of the flooring,gray,372789
what is the color of the tiles,brown,487256
what is the color of the jacket,yellow,376972
what is the color of the fire,yellow,477831
what is the color of the outfit,green,103881
what is the color of the kitchen,white,215135
what is the color of the plane,white,249958
what is the color of the truck,red,108896
what is the color of the counter,white,135322
what is the color of the couch,brown,426869
what is the color of the cat,black,218142
what is the color of the harness,purple,75954
what is the color of the bus,yellow,246396
what is the color of the banana,yellow,123066
what is the color of the kite,blue,62622
what is the color of the plate,white,296348
what is the color of the beach,brown,90676
what is the color of the buses,yellow,5757
what is the color of the blue,red,458649
what is the color of the boxes,blue,555625
what is the color of the umbrella,red,574456
what is the color of the fire,yellow,227517
what is the color of the bananas,green,331103
what is the color of the cows,brown,419780
what is the color of the dog,brown,26732
what is the color of the hydrant,yellow,472130
what is the color of the horses,white,494637
what is the color of the suitcase,blue,491701
what is the color of the shoes,green,460737
what is the color of the bowl,red,327550
what is the color of the kitten,orange,454996
what is the color of the light,yellow,16578
what is the color of the church,gray,330878
what is the color of the train,red,425831
what is the color of the flowers,purple,237418
what is the color of the bath,white,394100
what is the color of the lawn,green,536977
what is the color of the clouds,purple,444831
what is the color of the hydrant,yellow,534331
what is the color of the bear,black,29182
what is the color of the chair,green,11222
what is the color of the horse,black,131833
what is the color of the traffic,red,257712
what is the color of the light,red,56664
what is the color of the refrigerator,white,365116
what is the color of the field,green,456863
what is the color of the cat,black,564680
what is the color of the cat,gray,254670
what is the color of the cake,white,315314
what is the color of the truck,red,72606
what is the color of the motorcycle,red,113252
what is the color of the planes,yellow,152722
what is the color of the rooftop,green,1505
what is the color of the shirt,black,92710
what is the color of the room,yellow,565886
what is the color of the vase,red,172226
what is the color of the airplane,yellow,111707
what is the color of the shirt,brown,302932
what is the color of the vest,orange,283350
what is the color of the blanket,red,527624
what is the color of the walls,white,207686
what is the color of the shoe,gray,11508
what is the color of the airplane,gray,154068
what is the color of the dog,white,187420
what is the color of the bus,red,360693
what is the color of the shirt,orange,426400
what is the color of the apple,red,287094
what is the color of the suit,blue,232433
what is the color of the jacket,red,10244
what is the color of the chairs,gray,33009
what is the color of the bench,green,486045
what is the color of the stuffed,white,458132
what is the color of the bird,blue,542751
what is the color of the tent,blue,372660
what is the color of the frisbee,orange,309168
what is the color of the jacket,red,375801
what is the color of the cat,black,181125
what is the color of the toothbrush,white,427486
what is the color of the hydrant,red,345914
what is the color of the uniforms,red,66444
what is the color of the sky,blue,563535
what is the color of the tie,gray,463024
what is the color of the rail,green,26033
what is the color of the bushes,green,442659
what is the color of the sweater,green,153677
what is the color of the umbrella,purple,104505
what is the color of the day,blue,184661
what is the color of the table,black,47737
what is the color of the window,brown,75811
what is the color of the top,yellow,310472
what is the color of the cat,gray,32738
what is the color of the truck,red,7616
what is the color of the teddy,red,470539
what is the color of the sign,yellow,552776
what is the color of the passenger,blue,168758
what is the color of the container,purple,174892
what is the color of the flowers,yellow,455353
what is the color of the plate,white,49851
what is the color of the net,white,84603
what is the color of the room,blue,45741
what is the color of the bird,blue,255684
what is the color of the airplane,white,328224
what is the color of the dog,yellow,360165
what is the color of the grass,green,239728
what is the color of the flowers,purple,449504
what is the color of the bench,yellow,240653
what is the color of the disk,red,35128
what is the color of the door,white,226695
what is the color of the juice,orange,357810
what is the color of the banana,brown,416215
what is the color of the suitcase,purple,180713
what is the color of the chair,black,553224
what is the color of the bus,yellow,370417
what is the color of the bull,brown,230616
what is the color of the bear,brown,522611
what is the color of the shirt,red,430654
what is the color of the player,black,453767
what is the color of the parrot,yellow,240590
what is the color of the shirt,white,171287
what is the color of the bear,brown,482929
what is the color of the bear,brown,118342
what is the color of the building,gray,83147
what is the color of the frisbee,green,274270
what is the color of the top,red,416625
what is the color of the plate,white,362349
what is the color of the bus,red,90751
what is the color of the light,red,340109
what is the color of the shirt,white,10230
what is the color of the frisbee,white,186342
what is the color of the motorcycle,blue,526337
what is the color of the horse,brown,120118
what is the color of the backpack,black,565258
what is the color of the sky,blue,241790
what is the color of the smoothies,green,139748
what is the color of the bowl,green,572024
what is the color of the hat,red,471210
what is the color of the sky,gray,308954
what is the color of the motorcycle,black,246489
what is the color of the eyes,yellow,545804
what is the color of the cream,white,281959
what is the color of the object,blue,402980
what is the color of the dogs,brown,133295
what is the color of the floor,yellow,334798
what is the color of the coats,black,91544
what is the color of the cat,gray,217519
what is the color of the bicycle,blue,102096
what is the color of the car,yellow,576026
what is the color of the color,gray,304849
what is the color of the couch,gray,319043
what is the color of the umbrellas,blue,480876
what is the color of the man,white,151327
what is the color of the pillows,red,526793
what is the color of the plate,red,331551
what is the color of the forest,green,99892
what is the color of the clothing,black,112783
what is the color of the laptop,black,431715
what is the color of the dogs,black,360002
what is the color of the slices,orange,430397
what is the color of the bus,blue,30775
what is the color of the door,blue,190035
what is the color of the hydrant,red,215776
what is the color of the toothbrushes,white,448529
what is the color of the monument,green,208043
what is the color of the towels,yellow,180055
what is the color of the bus,green,380337
what is the color of the truck,white,580562
what is the color of the truck,white,282899
what is the color of the leafs,green,418989
what is the color of the bridge,red,340222
what is the color of the field,green,331229
what is the color of the goggles,green,77662
what is the color of the bus,yellow,442915
what is the color of the sheets,white,54928
what is the color of the bus,red,313712
what is the color of the grass,green,517362
what is the color of the dogs,brown,5326
what is the color of the room,blue,177476
what is the color of the horse,brown,500977
what is the color of the bananas,green,284010
what is the color of the shirt,blue,2892
what is the color of the horse,brown,222361
what is the color of the sign,yellow,21166
what is the color of the shirt,yellow,260
what is the color of the stuffed,brown,339796
what is the color of the buses,red,295376
what is the color of the bus,blue,8836
what is the color of the motorcycle,yellow,351262
