question,answer,id
how many single engine planes in the air on a cloudy day,four,5947
how many people in wetsuits surfing on a wave,two,356159
"how many giraffes are standing in tall grass , in their habitat",five,136168
how many small birds is sitting on a ledge,two,444893
how many zebras standing among barren trees in a field,two,276444
how many female tennis players shake hands over the net,two,91289
how many stuffed animals stand side by side with each other,four,142320
how many men riding on horses and wooden wagons,three,80091
how many blue jet airplanes fly in formation through the cloudless sky,six,90106
how many people are in the food truck cooking with the doors open,two,475754
how many snow skiers are going up the hill,two,173504
how many person surfs over waves and two others raft,one,335101
the man feeding how many giraffes at a sanctuary,two,183756
how many ladies is outside talking in the rain,two,77650
how many people are helping the man who rides on a horse,two,355571
how many unmade beds with a nightstand between them,two,363217
how many people is riding a horse and a guide,three,530242
how many people enjoying drinks and eating food together,three,310865
how many giraffe is standing next to each other at a zoo,three,235646
how many plates of dessert pastries sit on a kitchen counter,four,223474
how many people is sitting on white plastic chairs with a big dragon head behind them,four,417469
how many sheep with horns is standing in a grass field,three,180657
"how many boy is sitting , playing with remote controllers to a game as the other boy stands watching",one,91707
how many lady tennis players walking on the court,two,111842
how many women is holding hands while each hold a tennis racket in their other hand,two,284964
how many big trackors is the semi truck hauling down the street,three,155505
how many people on horseback lined up in a row,ten,341241
how many glass vases with dandelions photographed in silhouette,two,436400
how many stars may this hotel room be with two double beds and luxurious draperies / furnishings,four,238630
how many horses grazing with a mountain view behind them,three,138571
how many skiers stand atop of the snow covered mountain,four,296933
how many sheep in the field with blue marked backs,four,274885
how many girls is engaging in a water sport in the ocean,six,120230
how many dogs standing in the grass in front of a tree,two,314879
how many friends are lying on the beds in a hotel room,three,100579
how many red flowers are set in the vase,four,176612
how many captive giraffes just standing around an old stable as their picture is taken,three,148002
how many smiling snow skiers are posing for pictures,three,45464
how many giraffes is standing in a wooden fenced enclosure facing away from each other,two,132015
how many white bears on the rocky shore of some water,two,538737
how many friends is posing on the ski slopes in all their gear,three,349268
how many toilets in a room with black walls,two,253424
how many surfers is wearing we suits are riding the same wave,three,361592
how many women in white clothes play a game of tennis,two,124477
how many chocolate desserts sit on the plate near oranges,four,46065
how many ladies are standing on the building walkway while one lady is holding a baby,four,225087
how many smiling people are sitting around the dining table,three,530903
how many teddy bears posed to look like they are holding hands,two,546232
how many snowboards attached to the fence in the snow,three,445325
how many people with surfboards walk along the beach,three,556620
how many pancakes with butter on a yellow colored oval plate,three,65504
how many snowboarders are there taking a picture together,three,541529
how many people playing nintendo wii on a television,two,462037
how many small planes sit in the clean hanger,three,515684
how many woman is taking the drink while another is leaning on a counter,one,515210
how many men look like they are giving a presentation,eight,20253
how many animals are scattered throughout the large field,seven,568391
how many suitcases are there stacked on two shelves,five,552927
parked cars on metropolitan tree 'd how many lane road,three,352410
how many women is sitting and eating a bowl of food,two,91926
how many women are smiling and holding wine glasses next to one man,two,442461
how many boys dressed up one talking while the other 's are listening,four,525303
how many surfers paddling on their surfboards near some big rocks,three,155998
how many nintendo wii game controllers is sitting on a table,two,523505
"odd , how many street signs on a hill away from the traffic",four,169589
how many beds in a small bunk on a train,four,382287
how many men are holding the trophy and smiling,two,579138
how many people is skiing together down a snowy slope,five,30879
how many wooden boats lie stacked one on top of the other on a beach,two,423906
how many hand holding a white remote control in a dark room,one,414947
how many man is hauling the second man and a cart of goods with a bike,one,97818
how many men is watching three horses running down a path,two,292876
how many blow up dogs are on top of each other,three,69729
how many men is sitting at a table eating pizza off of white paper plates,two,309260
how many skateboarders is practicing their flips on a wooden ramp,two,71908
how many adults standing around the luggage area at a port,five,447457
the dog chasing how many cows in a pasture,three,250897
how many cats is laying down next to each other on a chair,two,412490
how many surfers is preparing to ride the waves at the beach,three,127632
how many plates of donuts and pastries on a kitchen counter,four,529133
how many people cooking in a restaurant kitchen,four,449197
how many people standing around a table with a cake,two,362118
how many people standing in the street with umbrellas,three,478140
how many men stand outside of a parked 18 wheeler,three,562677
how many people riding horses on a beach near a body of water,two,433874
how many women is sitting down at a table eating food,two,385744
how many mountain goats is standing amongst the rocks on the mountain,three,131093
how many men is sitting next to each other in a room,two,427301
how many giraffes are standing by the building door,four,574947
how many horses is pulling a carriage next to a tractor on the road,two,16758
how many people are looking at the elephant,four,252018
how many men in army fatigues cutting a cake,five,329756
how many small owls huddled together in an enclosure,two,88621
"how many men converse at an old ford truck , parked in the city street",two,45923
how many zebras are walking in the forest,two,199484
how many donuts on a blue plate and a cup of coffee,three,438478
how many surfers stand on the wet beach with their surfboards,three,271873
how many young people stand on the train platform holding luggage,three,308139
how many player lurching over the other to catch a frisbee in open grassy area,one,76245
how many cats playing on a table with a vase and flowers in the middle,two,92729
how many people standing next to each other and smiling while wearing black suit jackets,four,477836
how many cows that are laying down in the grass,two,392556
how many people under a tent is posing for a picture,three,220239
how many hand is the woman holding her tennis racket in about to hit the tennis ball,one,308783
how many city transit buses is coming around a curb on the street,two,131449
how many travelers are waiting at the train station,five,447457
how many little giraffes standing between two slightly bigger ones,two,574384
how many men is sitting with a laptop on each of their laps,three,578128
how many flower does the simple white vase have in it,one,495797
how many horses are the man and child watching,three,239591
how many large brown bear standing next to one large black bear behind a chain link fence,one,155884
how many street signs does this stop sign have located above it,two,400257
how many snowboarders is doing tricks on the snowboard course,five,475319
how many men are talking in front of a produce stand,two,506750
how many people are posed with the golden fire hydrant,two,124786
how many men is standing next to each other while another man holds a leash on a dog sniffing at one of the men 's shoes,four,84801
how many sheep are in the fenced in grass area,four,45828
"how many slice of bacon , toast , and orange on a plate",one,510592
how many elephants headed toward the watering hole with trees and brush in the back ground,three,292739
how many elephant in a wire enclosure in a zoo,one,408233
how many hand is the man using to hold a skate board while performing a handstand,one,534687
how many asian young adults play the wii game together,four,221881
how many groups of men is playing a game of football,two,474255
how many sony remote controls neatly lined up on the table,ten,566368
how many polar bears lounge on the ground of an enclosure,two,269380
how many mug has the dog on it and the other has a cat,one,212877
how many sea gull in the marshy water and one flying,one,546296
how many horses is pulling a horse cart on a dirt road,two,159338
how many sheep grazing in a grassy field,four,359420
how many black cows have white spots on them,three,306284
how many people is looking at phones in a cell phone store,three,225508
"several tennis courts are dotted mainly with children , although how many man with a racket is standing and smiling in the direction of a boy on the opposite side of the net in front of him",one,264884
how many children are playing video games while standing,four,116286
how many children are sitting on the bed holding a small bear,three,52901
how many cats who are playing outside of a house,two,557856
"how many sheep on the hill is eating grass , overlooking the ocean",five,238748
the man holding how many video game remote controllers,two,160602
how many snow skiers are lined up for the picture,five,477331
how many people with ski poles are going uphill on skis,four,289682
how many people in snowsuits holding skis at night,five,265023
"how many guys is smiling for the camera , one holding a rose in his teeth",two,9968
how many man serves himself a slice of pizza as other sits around a table eating pizza,one,369418
how many black horses is standing with a cart attached to them,two,577488
how many men are loading up the moving van in the city,two,75299
how many men is riding a vespa down the street,two,157393
how many different types of cellular phones next to each other on a table,five,99498
how many sheep in a grassy field on a sunny day,ten,353302
how many people on a small boat in a body of water,two,266418
how many tennis players pose with their tennis rackets,two,177915
how many fliers participate as the group in a circular kite `` ballet '',nine,32906
how many person is tossing the frisbee to another person in front of some trees,one,229935
how many people is having pizza together at a restaurant,four,317728
how many chairs is sitting on the beach under an umbrella,four,410305
how many elephants travel through the forest one is a baby,three,329118
how many small dogs fitted with restraints and sitting,four,149410
how many seagulls standing on a sandy ocean beach,three,61399
how many people are on skis in the snow under a ski lift,two,67199
how many adult giraffe standing in a grassy field,three,420598
how many boats is navigating a river by a waterfall,four,166179
how many white ferries is passing each other on a body of water,two,380109
"how many woman that each have a bag are smiling as they stand next to a red hose , in front of several wooden casks that are stacked on wooden racks",three,282661
how many people smile while posing with four umbrellas,nine,336350
how many giraffes are standing in the field eating from a tree,two,403705
how many men on surf boards at the beach,two,575284
how many men sitting and resting in a strange spot and looking at their phones,two,279588
how many person is windsurfing while the other is kite-surfing in the ocean,one,492198
how many signs are combined to help traffic make it out of a neighborhood,two,386632
how many boat tows another boat through the water,one,85112
how many men with their arms around another man on a motorcycle,two,314257
how many young people are lined up with skateboards,four,359778
how many books stacked on the back of a bicycle,ten,439384
how many zebra sniffs the head of another zebra,one,436941
how many brown bears is walking across a grass covered field,two,231381
how many men is looking at a motorcycle during the day,two,385389
how many horses is pulling a cart with three people and baggage,two,360585
how many small puppies is sitting next to someone on a couch,three,111648
how many ladies on a river rowin on a boat,five,402073
how many businessmen who are crossing the city street together,three,542442
how many plates of various types of food,three,135759
how many large white plates filled with vegetables sit nest to a bottle of wine and pewter wine glasses,two,86573
how many black suitcases stacked on top of one another,six,56226
how many different trains one is green and silver and the other two are orange and silver,three,3003
how many horned bulls are on the grassy ridge,three,492572
how many bananas are hanging from the banana holder,three,552755
how many people is wearing scary outfits standing below two huge clocks,three,195599
how many rowboats sit empty on the shore of a body of water,three,279147
how many people in costumes are posing with funny faces,three,297182
how many air crafts are flying in formation in the sky,three,131784
how many cows in the mountains on an overcast day,two,454155
"how many giraffes in a an enclosure , one is being pet by a human",two,36797
how many people is coming down the slope on skis,three,276584
how many elephants moving in opposite directions near a watering hole,two,544215
how many giraffes are walking around their pen at a zoo,four,439692
how many person stands on the skateboard while another lifts his foot above it,one,229398
how many empty boats are there floating in the water,six,504143
how many seagulls are there flying in the sky,five,483199
how many vintage world war two plans sitting on the tarmac,three,571503
"how many people on surfboards in a wave , one standing up and one not",two,282952
how many people smile together while one points at a remote,four,339211
how many people on a motorcycle with one is hanging on the front and another hanging off the back,three,459543
how many giraffes are standing next to each other as they eat from a tree,two,523183
how many people are standing near the tennis court net talking,four,545116
how many girls is walking a horse and a dog,two,287666
"how many cat is on the window ledge , another is lying on the window frame",one,85728
how many sugar-coated donuts sit on the plate,three,200311
how many guys carry surfboards as they walk together down the beach,three,107753
how many seagulls that are sitting on the rusty pipe,four,420606
how many young people are standing on the sidewalk,three,158786
how many giraffes standing near a rock wall in the dirt,three,517045
how many horses is wearing different color attire run in a field,four,474315
how many firetrucks with their lights on are stopped on this road,two,74411
how many men are standing outside the store smoking,two,148551
how many people barbecuing in the rain is holding an umbrella,two,200678
how many motorcycles are there that are parked on a road way on a hill,two,118644
how many cows grazing near in a grass field,three,90370
how many remotes are there that are attached with velcro to a television,four,232302
how many jockeys are racing horses across a beach,three,300887
how many red double decker busses going through london,three,228522
how many giraffes is walking slowly among the trees and bushes,three,24847
how many man stands in the boat as the other man rows while watching a television program,one,187784
how many person standing on a boat near a harbor,one,435990
how many dogs that are riding in the canoe,two,166585
how many dogs are standing on the deck of a boat,three,315423
how many men is having a conversation at a fruit stand,two,506750
how many zebras stand on the other side of the railing,three,198706
how many adults gathered around the wooden table enjoying a meal,four,53989
how many zebras are playing on some green and brown grass,three,481723
how many horses fenced into the field is looking around,three,219264
how many jockeys on horses on a track outside,two,283666
how many people sit in the canoe crossing the water,four,456245
how many bikes is the in front of paintings,five,222961
how many star bus is going down the road,five,144298
how many giraffes are walking in the forest close together,two,266442
how many men are adjusting their ties the same way,two,205217
how many people are smiling and holding wine glasses,four,387075
how many small grayish birds is sitting on a wire,four,30054
how many horses photographed in black and white,two,572353
how many kids are on the elevated surface on their skateboards,two,221335
how many people are standing on the sidewalk waiting for the bus,four,528712
how many open pizza boxes on a kitchen counter,three,167741
"how many boy is kicking the soccer ball while another is guarding him , as a referee watches",one,54295
how many girls is sitting on a bench near an ocean,three,424157
how many colors of roses in a blue vase,three,457522
how many zebras grazing in a barren field,four,68401
how many men are surfing through the ocean water,two,375729
men are riding motorcycles . how many man is wearing a patriotic helmet,one,177019
"how many images show dough being cooked , a restaurant sign , and pastries on display",three,474550
how many people are there with glasses talking,two,284507
how many persons enjoying a party and looking up at the camera,five,92230
how many varieties does this plate have of fruit o it,three,504560
how many sheep are there at the top of this hill,four,248604
how many tennis players look alike in this old picture,five,518025
how many giraffes is standing in a field looking at the camera,four,183224
how many people in business attire are having a discussion around a table,five,124580
"how many skiers in ski outfits converse on the snow , a wall of trees behind them",two,498706
how many person attempts to block another who is throwing a frisbee,one,492171
how many bottles of whine between a toaster and blender,four,2964
how many giraffes is walking through through the grass near a tree,two,267256
how many giraffes walking between trees in a zoo setting,two,183753
how many people is sitting on a sofa while on their laptops,three,556383
how many men is standing together in front of a betting table,seven,541823
how many antique clocks on display for all to enjoy,six,159754
how many baby is sitting in the blue highchair and on sitting in a pink highchair brushing their teeth,one,94589
how many giraffes sleep with their faces resting on the ground,two,418596
how many girls is jumping in the air two of them are holding ball bats,five,1943
how many giraffes stand together inside the fenced area,four,126825
how many zebras are gathered around the water under a tent,four,278793
how many horses on the on the field near a bush,two,505658
how many young man in makeup is standing near a companion,one,289894
how many zebras grazing on grass while another zebra is standing there,two,211529
how many wheel motor bike parked next to the motorcycle on a side walk,three,63421
how many men is working on an airplane outside,four,517430
how many cell phones is the woman wearing a hat is carrying,five,138772
how many grey elephants on of which has a white bird on its head,two,64309
how many men is wearing aprons are posing next to their food,two,30387
how many men with a dog are carrying a dog house ready to cross the street,three,121778
how many people are playing with the frisbee in a pool,three,98162
how many giraffes stand beside each other with their heads held high,two,401831
how many professional men in suits is sitting and talking,two,371392
how many computers does the long desk have on it,two,126389
how many tabby cats sit on the bed near a laptop showing a movie,three,310331
how many people snowboarding side by side down a hill,two,551172
how many men in purple rush to catch a frisbee,two,409628
how many girls on a softball field is holding softball gloves,three,484528
how many cows with long fur brave a winter snow,four,545305
"how many friends converse in the kitchen , one is cooking a meal",three,492040
how many pictures that have dogs in them wearing little vests,four,149410
how many people with a group of elephants on a hill,four,216332
how many person is catching the frisbee and another person running,one,405057
how many half of a road closed during road repair work,one,52382
how many people on horseback is running through water in front of a ship,two,437970
"how many giraffe is standing still , while grazing on a branch",one,183603
how many men are holding bananas and posing for a picture,three,522771
how many skateboarders is performing tricks in concrete bowls,three,301207
how many people in gear is jumping in the air above snow,four,237841
how many youths stand together holding tennis rackets on a court,five,528870
how many giraffes in a field surrounded by trees,two,256809
how many people is holding a surf board on a walk way,three,321410
how many baseball players is holding onto baseball bats standing in the dugout,three,573704
how many giraffes all interested in the activity at a zoo building,three,8300
how many woman playing a video game in front of a couch and chair,two,101530
how many propeller plane is approaching for landing,four,410425
"how many skiers is climbing up a snowy , high mountain",four,289682
how many children is trying to control a soccer ball,two,549237
how many girls are sitting on the bench outside,two,511866
how many large character kites flying in the sky,five,143522
how many coffee cups in front of a vase with flowers,three,247979
how many giraffes playing in a field with trees in the background,six,38310
how many young boys are laying on the bed with painted faces,two,99785
how many woman is on the phone and one woman has a giant teddy bear,one,358517
how many men standing in a kitchen cooking food,two,265010
how many friends pose for the picture while dining,three,318929
how many pair of blue handed scissors lying next to a pair of red handled scissors,one,367271
how many women is shaking hands at a tennis match,two,581446
how many tiered shelves holding hundred of apples,four,204436
the donut and a half how many sitting on some paper with a cup of coffee,one,517438
how many people is enjoying the ocean on a bright day,four,74364
how many zebras walking around an enclosure on a sunny day,two,288372
how many surfers in wetsuits attempt to ride the same wave,five,71376
how many well-dressed men drinking beer and eating pizza,six,77195
how many giraffes nibbling on tree branches in a park like enclosure,two,114202
how many girls are running during the frisbee game,four,154502
how many children playing with rackets on a tennis court,three,324603
how many women are on the bed playing a wii video game,three,28154
how many book boxed set collection of a story,eight,531831
how many dishes are there cooking in an oven,five,489374
how many girls in lime green polo shirts is leaning against a small propellor aircraft,two,234162
how many giraffes is eating from a clump of grass,two,103865
how many stunt planes are flying in triangle formation,six,124970
how many grown men are playing wii together in the living room,two,541721
how many giraffes with their heads turned with clouds in the background,four,545278
how many asian elephants standing on a rocky beach,three,83568
how many vegetables does an illustration feature made of cloth,ten,249365
"how many dogs sit in the driver 's , passenger and back seats of a car",three,116663
how many girls is sitting on a blanket with an open umbrella,two,413749
how many jets is flying high leaving behind a smoke trail,seven,201246
how many small brown teddy bears sitting on the curb next to a building,two,364850
how many men is running across a beach next to the ocean,two,418569
the man on a laptop while how many cats sit with him,two,436014
how many slice chocolate cake on a black and red counter top,one,314497
how many deer are lying in the shady place,four,325620
how many standing next to the boy well he is riding the pony,one,69167
how many young men eating and drinking at a small table next to the kitchen,two,99293
how many men is cutting into a cake with malaysia written on it,four,9878
how many people with surfboards standing near the waves,three,289663
how many men who are about to give each other a hi-five,two,66389
how many bears that are swimming in some water,two,282316
how many guys in suits are walking down the street near others,two,50939
how many snow skiers are standing on the powdery snow,three,90216
how many people is wearing skis and snowboards on the top of a mountain,five,568810
how many men playing with remote controlled dog toys,four,34223
how many people is walking carrying surf boards on the shore of the ocean,two,291767
how many elephants head to head in an enclosure,two,248666
how many giraffes in a grassy area full of bushes,two,127093
how many elephants are using their trunks to touch a barrel,two,244016
how many kids skateboard at the park with the eiffel tower in the distance,three,86524
how many men in floppy hats look at their cells phones in a grassy area,two,56473
how many people is taking a picture together near vehicles,three,297798
how many ducks is standing a watery pond of water,three,494382
how many people standing around outside in a city,four,208172
how many large airplanes are there sitting on a wet tarmac after it has rained,two,8311
how many younger people is getting ready to eat a meal,five,441462
how many women in different teams is running for a soccer ball during a game,two,395742
how many pictures of a box is containing different food,four,577176
how many slice of bread with cream cheese and tomatoes and another slice of bread with some meat,one,296763
how many girls on the beach is playing with a white frisbee,two,43206
how many skier sits in the snow next to two standing skiers facing opposite directions,one,490647
how many female athletes pose for the picture for the vancouver 2010 olympics,three,172925
how many toy characters is sitting next to some pizza slices,four,385666
how many people smile next to each other holding tennis rackets,four,122355
how many men with tennis rackets standing on a court,two,565600
how many people on motorcycles ride on a street past a house,two,255026
how many lambs that are laying down in the dirt,two,124055
how many people is posing for a picture while standing on the ski slope,three,23539
how many young men riding boogie boards in the ocean,two,404108
how many ducks swimming through the body of water together,two,442069
how many seat are there at the dining room table,six,552569
how many young men is sitting on a bench with four skateboards,four,85110
how many black bears growl at each other on a snowy mountain,two,434264
how many people stand with skis posing for a photo in snow,five,244577
how many cows in a grass field with a blue sky and clouds in the background,two,535804
how many skiers is doing flips in the air on a snow covered slope,two,181941
how many smiling people is sitting on a bench indoors,four,553758
how many people is posing for picture in front of two elephants,three,434866
how many uniformed men ride horses across a grassy plain,four,403567
how many people converse inside the store 's living room display,four,575733
how many giraffes stand next to the fake egyptian display,three,55973
"how many giraffe is walking around an open , dry field",one,353543
how many guys standing near each other throwing frisbees,two,179060
how many motorcyclists is turning a corner on a country road,two,475769
how many giraffes are there right next to each other,two,568060
how many ball are many tennis rackets trying to hit,one,423481
how many plates of pizza sit on top of a wooden table,four,510564
how many people are riding on an elephant through the jungle,two,283586
how many uniformed men are there on horses,two,496870
"how many horse is lying down , and one horse standing in a grassy field",one,505658
how many surfer brings his board in and two others just sit on the beach,one,277200
how many people is walking down the boardwalk with umbrellas,three,149230
how many bikers riding alongside the oath of a train,three,239457
how many people is standing outside in the snow flying a kite,three,563062
how many giraffes stand near the wall and look on,three,564580
how many various remotes lined up on the coffee table,ten,112657
how many people are traveling along the path near a tall structure and horse-like sculpture in a foggy grassland,two,168488
how many wheeler reads the name `` the road boss '',eight,95879
how many people are on the mountain with snow skis,five,420028
how many clear hanging vases on thin metal poles,three,549328
how many sparrow is looking at himself in the mirror,one,248360
how many men in uniform holding baseball bats together,two,130807
how many people is flying a kite on a clear day,two,86344
how many trays of sushi are on a table,two,192768
how many cat in the bathroom sink and another on the counter,one,386414
how many laptops are we looking over at men having a meeting,two,460862
how many elephants is standing apart from each other in a field,two,538309
how many men play tennis in front of a crowd,two,413874
how many los angeles dodgers ball players is discussing a play at the ballgame,three,246390
how many cats are relaxing in soft comforters on couch,two,162178
how many signs is giving directions to different places in the same direction,five,162768
how many military planes that are flying in formation,six,244206
how many people are sitting in the room playing video games,three,32739
how many pieces of cheese pizza is sitting on a plate,three,335072
how many giraffes lean their heads over a guard rail,two,515390
how many bus is sitting next to each other waiting to depart,three,136928
how many ties hang from the bar inside a tent,five,260445
how many women is sitting on a couch playing a video game,two,532505
how many women are there and two men all dressed up,four,426076
how many men stand together with their frisbees in hand,four,96765
how many dishes are there to choose from for dinner,four,29473
how many white seagulls on the oceans shoreline one is flying,three,499540
how many donuts in a frying pan is being cooked,seven,203388
how many skiers pose with their skis next to them,five,244577
how many birds walk along the beach on a sunny day,five,37156
"how many people is sitting on their laptops , eating their food",three,329035
how many young professionals are sitting and watching the video,three,299738
how many skiers stand on the top of a slope,three,35580
how many boats are on the river with paddles on the side and trees in the back,two,510293
how many plate has strawberries on it and another has a homemade pizza on it,one,518495
how many sinks in front of an art themed wall,four,66767
the football goalie leaps for a ball while how many players of opposing teams look on,two,286406
how many planes fly in formation in the blue sky,six,244206
how many canoes are lined in front of the lake,seven,537910
how many people stand on the tennis court near the net with their gear,two,406772
how many giraffes walking towards a shady barn,three,309241
how many elephants are pushing the log with their noses,two,518245
how many different bowls with different fruits and vegetables and cheese and crackers,four,267540
how many men are seen talking in the bar with wine bottles on it,two,417143
how many elephants playing with each other during a sunny day,two,370252
how many signs is showing different addresses for the same street name,four,5994
how many giraffe stand around the pole eating hay,five,14686
how many people on top of a mountain is wearing skis,two,286061
how many snow boarders posing with their snow boards,six,333461
how many zebras is confronting each other in a field with other zebras,two,270938
how many photos of a man in a wetsuit surfing in the arctic,two,557291
how many cats are laying on the comfortable bed,two,69231
how many zebra grazing on green grass inside a wooden fence,one,369094
how many cows standing in a grass field with trees,three,575703
how many men is sitting backwards on a bench outdoors,four,574211
how many soccer players are on the field while one player kicks a ball,three,202328
how many bears are there that can be seen in the woods,two,202827
people on the beach while how many person was flying a kite,one,364959
how many people on a recreational tennis court playing tennis,three,156406
how many white-blue jets are in the coordinated flight,six,250241
how many men is carrying luggage up a covered walkway,two,457169
how many ties laid out on a table held down by a carton of a dozen eggs with a pair of scissors and spool of thread,five,533293
how many kids sharing white laptops in school,four,229236
how many zebras eat from the food trough together,two,189404
how many giraffes is eating together on an open field,four,437510
how many boys are there playing a game in the yard,two,428518
how many children is holding remote controllers sitting on the floor,three,216932
how many different glasses of wine are placed on a paper that labels them,five,13568
how many brown dogs is sitting on the outside of a bus,two,293289
"how many score is this woman , an avid video game player , excited to have scored of 205",one,129205
how many sheep does the black and white dog herd,three,145912
how many woman on the grassy area about to catch a frisbee,two,246044
how many small planes emitting smoke in the sky,three,60953
