question,answer,id
what are seen in the ground with scanty grass,zebras,60710
what are sitting in the small boat on the water,dogs,166585
what is near the lake surrounded by zebras,elephant,560326
three elephants crossing what among the brush,road,565769
what are sitting on top of a laptop computer,phones,320125
what tied up to the pole in a court yard,elephant,306975
what did the giant corn sitting on top of a white plate,sandwich,154305
what is jumping up on the person on a couch in a roomful of people,dog,455406
what is the woman holding on the grass,bat,356752
what parked against the bench near the water,bicycles,333335
what stand as people sit on their backs,elephants,520272
eating what placed on a glass plate,salad,145845
what stands next to the large tree,hydrant,235473
what are tangled up in string on a bed,scissors,533843
what are deicing the plane in the snow,trucks,458606
what topped with the cheesy pizza with toppings,plate,15219
what hangs below the tree 's green foliage,fruit,70213
what are docked in the water next to several small piers,boats,326311
the man riding what drawn carriage down a street lined with shops,horse,63893
there is a man next to a car holding what,banana,330609
what situated next to each other on the table,vases,9180
what sits in the chair staring out the window,cat,497097
what cat resting on the ground near a pink bike,chocolate,440698
there is a woman wearing what sitting on the shoulders of another woman,skis,208723
what rest on two boards used for taking them out of the oven,pizzas,241369
this is a tennis player hitting what with his tennis racquet,ball,173546
what sleeps on the red leather sofa with its head on a stack of books,cat,477137
what is in the rectangular pot,plant,251132
"what laid out on aluminum foil , depicts either a train or semi truck",cake,97496
what is standing in the middle of the sidewalk with grass behind it,hydrant,228334
what parked in grass,truck,530282
what is the racer driving on a track,motorcycle,409451
what opens up into the kitchen,room,563771
what is the woman in blue holding up,donut,234176
what is displayed on the plate along with lemon slices and raw carrots,sandwich,61307
what is sitting in the brown colored bathroom,toilet,166313
what lined up on the wooden cutting board,carrots,39987
what filled with food and dipping sauce,plate,258270
what next to a tree,goat,186998
what is lying behind the keyboard with a computer above him,cat,359772
what is the baseball catcher catching,ball,43960
what are cruising in a river with one boat named godzilla,boats,256215
what is currently not in motion,subway,399738
what filled with array of fresh vegetables,bag,362804
what is leaning against the white wall,surfboard,304627
what encased in some kind of homemade wooden device,computer,395761
what is facing the water on a rainy day,bench,273174
"what sit where they do not belong in this small , white kitchen",cats,492810
what served with the bowl of soup,beverage,505729
what stands in the background in a subway station,subway,198557
what are lying on a desk top,cats,321980
what is getting ready to take off,airplane,490434
what did the restaurant call `` '' on a sidewalk with several signs out front,clock,471822
what are eating leaves out of a roost on a rock,giraffes,257958
what is docked at the wharf,boat,214904
what attached to something else under the water,keyboard,27406
what filled with meat and vegetables,containers,225468
what is the man hitting on a clay court,ball,48489
what does the man on a break at work with feet on his desk eat,donut,499024
what stops beside the straw bag on the beach,seagull,262521
what waits at an empty train station,train,255682
what are flying in formation for an airshow,airplanes,188927
what is sitting on a boat int he middle of a harbor,car,382466
what is painted dark green,bus,573191
what is on the wall of a brick building between two windows,clock,467460
what holding purple sculptures around vegetation,vase,88744
an alley view of a woman holding what,umbrella,579937
the man wearing what is talking on a phone,jacket,44129
what is flying over a lush forest covered hillside,bird,359949
what is now converted into the boat floating in water,car,576700
the little girl in the grass holding what,kite,202571
what is the person riding down a ramp,skateboard,219486
what is swimming in the ocean water,bear,567495
what is fashioned with stainless appliances and lighting fixtures,kitchen,427493
what are in knee high brown grass,elephants,564411
what hooked up to it,toilet,465906
what is the tattooed person holding,skateboard,383768
what holding a pizza with mushrooms and peppers,plate,319295
what are cars driving down,road,32606
what is prepping with the chef 's knife prior to executing a recipe,vegetables,430405
what does the dunkin donuts with a red velvet line,shop,450434
the half eaten what sitting on a wooden table,donut,97339
what is going down some train tracks,train,49562
what is the skier in red not wearing,skis,35241
what filled with the meaty soup,bowl,99745
"what is the person piercing with a small , sharp knife",apple,220348
what is crowded with people on a snowy day,sidewalk,143490
what are flying through the cloudy sky,kites,391823
what awaiting passengers in peru,train,308968
what cart sitting in front of an airport,luggage,147337
what is shown on the brick wall that reads 12:08 pm,clock,278952
what driving around on the back of a truck,elephant,323489
what parked next to each other in a garage,motorcycles,153340
what looks like it is hanging on a tree,signs,421325
what are in the cabin of the small boat,beds,176008
what is there next to a shabby chic bunk bend,bed,78663
what are wrestling with each other,bears,424326
what covered with the square pizza covered in toppings on the stove,pan,355426
the man riding what stopped at a light,bicycle,516444
what perched on the banana with trees in the background,bird,19151
what is open in the house,door,423710
what sits in the parking lot flanked by a hedge,truck,572469
what are sitting on the tree in a forest,birds,336267
what is lying on the cliff in a rocky place,bag,217108
the beautiful blond woman holding what,racquet,455984
what swims in the pool of his zoo exhibit,bear,287095
what are shown next to the window which overlooks some airplanes,sinks,393159
what lighted with a blue night light is shown open,toilet,493408
what topped with the candle and a cup,counter,455877
what bear in front of a cup of coffee,toy,189461
what does the skier trudge up,hill,522534
"what filled with rice , meat and green vegetables",bowl,536474
what filled with the pizza inside of a kitchen,oven,171330
what is flying over the city,airplane,435142
what next to a metal fence,cow,528189
what do the subway train,car,330100
what is the man holding on a field,bat,173791
what placed in the grass between two hedges,bench,12986
what is sitting in the lot outside,stove,155849
what stands next the adult elephant,elephant,246958
what is crossing warns to stop before crossing three tracks,rail,488657
what are sitting near the shower in a bathroom,towels,253435
what perched in the tree on a tree branch,bird,361212
what does the cow eat in an open meadow near a grove of trees,grass,502616
what is waiting on the kitchen table,coffee,250084
"what is the boy in a baseball uniform , on a playing field , swinging in front of the stands",bat,278737
what is out on the water,boat,428898
what is sitting on the plate at a restaurnat,pizza,151523
what are surrounded by bright green grass,lambs,335039
what stands next to the fence and people take pictures,elephant,554617
the small and white separated what,bathroom,292921
what is shown with the man driving in it,mirror,424308
what parked on the sidewalk beside a brick building,motorcycle,38027
the horse drawn what on a path through a forest,carriage,443607
what sits in front of a telephone pole,couch,449743
what tastes the pole with his tongue,giraffe,169466
what is in front of a window in a bathroom,sink,342843
what docked in their slips at a pier,boats,555065
the tan couch what a black chair at a desk,chair,245757
the zebra eating what from the ground in it 's enclosure,hay,263135
what did the horse standing on top of a grass cover,hillside,427800
what are the red and white trains engines pulling,cars,533158
what covered in lawn chairs and umbrellas,beach,144734
what is staring with its beady eyes,bear,145280
what and long handled plunger in a cleaned bathroom,toilet,39027
what is the male in a black shirt making,pizza,271058
what are locked in small crowded cages,cows,529602
what graze on the grassy hill,sheep,221674
what sits on the stove with chopped carrots and other vegetables inside,pot,340419
what is the older man holding and shearing,sheep,528425
what next to each other,giraffes,547118
what are they using as a flower pot,toilet,271106
what sits on the runway,airplane,463581
what does man hold during a baseball game,bat,546053
what parked on the city street,bus,121555
what it 's head on a computer keyboard,cat,444025
what bear taking the nap on the grass,grizzly,305287
the man wearing what and holding a ski smiles into the camera,hat,467929
what drawn carriage traveling down the street of an historic area,horse,541231
what sits in the middle of a grass patch,hydrant,472953
what are on the tracks at a train station,trains,235217
what covered doughnuts in a white box,chocolate,32286
what is playing outside trying to get the frisbee,dog,270315
what are standing on short green grass,cows,12475
what filled with beverages and two empty shelves,refrigerator,313605
what do the neat and tidy renovated basement play,room,199458
what is this walking towards the camera,bear,571553
what is on the grill with meatballs,sandwich,59738
the hand holding an apple with the tip of a knife piercing what,fruit,220348
what is the person riding on a street with traffic,bicycle,181022
what are splashing through the water near a large city,boats,9745
what are inside the back of a horse trailer,horses,125180
propeller what touching down on a runway,airliner,416869
the lady wearing what is on the phone,dress,365187
what is living with black leather couch and wide screen tv,room,445829
what sits on the tarmac,jet,98395
what is travelling down the road,truck,354734
what are boys riding on a ramp,scooters,575230
the little girl eats what and watches the sheep,apple,395958
what is laying in bed next to a person,cat,417573
what is sitting on the board,pizza,154179
the person in uniform riding what,horse,221755
what was eating grass,zebra,490857
what relaxing and is falling asleep on the chair,dog,433805
what topped with bowls and a plate of food,platter,529630
the young asian woman holding what,tablet,473508
what sit on the brown floor,plates,581419
what does the boy kick at a soccer park,ball,198323
"what grass in a field , far from the barn",horse,333216
what is the woman holding preparing to swing,racquet,271282
what did the pair of wood fire,pizzas,412830
what all set up for the holidays,bedroom,33295
"the close up of a pasta dish with noodles , broccoli and parmesan what",cheese,27903
what set to look out over the ocean,furniture,256474
what and partially eaten donut sitting on a desk,cup,149091
what are squaring off getting ready to head-butt each other,sheep,245304
what will never make that tight turn,truck,312218
what stop scene with two of the spectators pointing towards the bus,bus,47742
what suspended over the road,sign,345880
what peel sitting on the table next to a beer bottle,banana,471039
what locked to a pole next to a cat on the side walk,bicycle,427816
what are there attached to the front of a bus,bicycles,445639
what sits inside of a bathroom stall,toilet,386537
the man wearing what holds a video game controller,shorts,178484
what served on the plate with cottage cheese in a bowl and a can of v8,sandwich,489735
what stopped on the street at a red light,truck,324901
what is the bold skater skateboarding up,ramp,76893
what is the tug boat pulling cruise,ship,261323
what is sitting on the pan,pizza,339059
what is underneath of the mama elephant,elephant,380949
what does the train move along in a nonurban setting,track,399600
what stand with some asian - type writing on signs,building,277215
what set in the class case,clock,554455
the red two levels bus facing what on a street with parked cars and residential buildings,camera,19193
what surrounded by trees,building,257786
what are arrayed around the table in a library,chairs,500136
what does the triangular sign in the city say,gear,194574
what is placed next to the desk,bicycle,391419
sheep what on the shore of the water,grass,478415
what is the group riding while another group rides horses,motorcycles,74217
what topped with the stack of cupcakes covered in syrup topped with butter,plate,109314
what monitors and keyboards on tables in a computer lab,computers,421529
what does the woman in a floral swimsuit hold,umbrella,36
the man riding what down a snow covered slope,skis,63703
what is in the grass with a frisbee,dog,307
what sits next to the fireplace in a living room as a man takes a picture,chair,22012
what did the group of people ride colorfully dress,elephants,218242
what is the woman hitting with a racket,ball,86526
what stands in the grassy field with trees in the distance,giraffe,63261
what stand inside an enclosure,giraffes,74069
what does the woman pour into a glass for someone else,wine,359139
what lot next to a bike parking lot,car,369504
what train pulling into an underground subway station,subway,550925
two men playing what freestyle in the park,frisbee,134937
what is the single motorcycle traveling down a twilight lit,road,472814
boy jumping what down steps with other people in the back ground,skateboard,17766
what seemingly waits patiently in the dining room,dog,52183
what is on the tracks,train,417726
what parked near the road,truck,397892
what are parked next to each other,buses,455362
what is leaning over to eat some grass,zebra,181662
what is riding in the back of the truck,elephant,472250
what sit next to each other in a car,dogs,319062
commuter what on roadway in urban city on sunny day,bus,250677
what is perched on the banana at a concession stand,toy,413847
the clean and fully furnished modern looking what,kitchen,99030
what does the man with a racket look,ball,245002
what is at the loading dock,train,268731
what taxies down the runway with tress in the background,airplane,92444
what are there walking on the sand,cows,263993
what is seen from up close with the serving spatula underneath,pizza,549400
what monitor displaying the page of text,laptop,63835
what is sleeping behind the wooden bench,dog,268147
what makes its way across a patio area beside a street,elephant,398051
what is shown next to various pipes running up and down the wall,toilet,250607
what is begging at a door to come inside,dog,468049
what are shown parked,buses,275631
what are play fighting each other in a field,elephants,797
what are flying in a clear sky,birds,438091
what is crossing the street next to a restaurant,horse,12283
what is the woman hand feeding,lamb,429289
what a sink and some towels,room,409774
what sit on top of a table under pictures,vases,251790
what are looking at them,elephants,296106
what sits in wooded area setting,hydrant,50727
what made out of fruit next to a pitcher of water,sculpture,21698
what is the woman holding with plastic lids,pan,197583
what hold yellow flowers in them,vases,543838
what are the couple of people riding on a road,motorcycles,151434
"what is white , with lotion bottles beside it",sink,355622
what is man playing tennis serving to his opponent,ball,508017
what are traveling across a large body of water,boats,33669
what are sitting in the dirt near a ramp,cows,197318
what mounted to the wall next to a toilet,urinal,59116
what are sitting on the folding chair,birds,392666
what walks through the shallow pond,horse,138350
what is flying through a cloudy sky with smoke pouring out it 's back,airplane,534058
what is the dog sniffing on the floor,toy,464188
the woman is skiing down a snow covered what,hill,348523
what is the male in a black shirt eating,donut,322212
what are running in a pasture with a train in the background,horses,238203
what parked next to the sidewalk,buses,393064
what did the man rid,horse,403853
what grouped together in high grass in field,goats,518575
what surrounded by yellow flowers,hydrant,310978
what is sleek and elegant,kitchen,542804
what is shown with food inside of it,refrigerator,428340
what is traveling down the railroad tracks,train,38729
the man wearing what stands in front of a table with presents,hat,21717
what did the couple of make in a hotel room,beds,25414
what is the baseball player swinging at home base,bat,360982
cooked fish and green broccoli share what,plate,36187
what makes its way down a track surrounded by snow,train,107150
what does the boat 's way up,beach,219842
what is stopped in front of downed trees on the street,car,63943
what are wrapped in plastic on a table,bananas,104114
the man riding what with a small refrigerator mounted to it 's front,bicycle,364833
what are pulling the carriage behind them,horses,83464
what is the professional soccer player manuevering,ball,66266
what does an older man at an event hold,umbrella,3272
what plays with the frisbee on thick grass,dog,38256
what sits idle near vehicles in a rural area,airplane,26436
what are the animals eating by the hills,grass,51774
what tub next to the toilet and a sink,bath,312246
what sits on an empty bookshelf,cat,537213
what covered in frosting with an airplane on top of it,cake,210048
what is parked in the rack with a pair of suitcases,bicycle,308892
what piled to the ceiling with luggage,cart,198560
what did the glass of rise on the corner of a table,wine,384260
what is riding down the street,bus,362739
what is not being used in the bathroom,toilet,299811
what set with a brightly lit lamp beside picture,furniture,136396
what topped with the laptop near a tv monitor,desk,193855
the bull dog with a bandana rides what,skateboard,127643
what did man make with numerals on a wall and hands of a clock above a fire place,clock,103465
what lay and graze on the grassy knob,cows,526168
what does the man steer through the water,boat,213537
what is covered with other appliances,desk,465027
what shows the parrot sitting on a branch over a river,painting,540285
what smothered in toppings accompanied by cheese fries on a table,dogs,273887
what sits parked in front of a beach,bicycle,274834
what are standing around a halved apple sitting in the grass,birds,577455
what are going through or stopped at an intersection,cars,384659
what are sitting on a plate next to chips,sandwiches,333126
what is sitting on the mounted television monitor,bird,473549
striped what over tables at an outdoor market,umbrella,222506
what is standing alone in the grasslands,giraffe,201698
what surrounded by lush green grass,plant,285448
what is placed by the window frame,bear,30815
the man is going up an escalator holding what,skateboard,238245
what stopped at the traffic light at night,cars,477878
what does the baseball player in yellow and white hold,bat,20644
what parked up against the fence near a street,bicycle,392971
what is flying over the ocean waves,kite,114940
"what is covered with books , papers and other items",bed,531646
what is sitting next to two monitors,computer,197805
what are sitting in different window seals at a building,cats,85728
what called argo tea,building,81084
what parked in the parking spot in a lot,motorcycle,656
what is tall with the grass and trees behind it,giraffe,269590
what are two baseball players swinging on a field,bats,433704
what filled bathroom with a toilet and handrail,graffiti,458141
what are displayed in the glass water with bottle,flowers,162691
the stop sign what a building and some trees,flowers,525891
what walks down the street near trees,elephant,113360
what is the man wearing a helmet is riding,horse,178429
what filled with lots of green stuff,house,204420
the smiling guy holding what by a cake,knife,57639
what stopped next to people,truck,202723
what did the hardwood floor with a marble-topped island in the center,kitchen,544601
what is at the edge of a building roof,clock,432964
what eats leaves from a tree while another giraffe stands behind in an enclosure,giraffe,177109
what crossing the street and blocking the road as someone tries to drive through,cows,193456
what is standing behind the wire fence,cow,104047
what covered with the lot of veggies,pizza,176985
what filled with bananas and peanut butter sits on a wooden surface,bowl,147591
what are some people lying at the beach,kites,74714
what did skateboard up as someone else rides a bike,sidewalk,13082
what filled with vegetables sitting on a table,dish,59573
what is the man riding by the cars,skateboard,502104
what sits on top of water in a container outdoors,banana,99642
what does the small boat is nearing with a train track on top,bridge,104768
what are flying around large boats docked at a harbor,birds,501646
what is someone cutting on a wooden board,cheese,181356
what next to some bigger sheep,lamb,492476
war what parked in a museum of planes,airplane,485937
what drive on the country road where construction is happening,cars,39555
the man wearing what sits reading a book and eating a sandwich,cap,304260
what stacked high with luggage and bags,vehicle,198560
what is in the dirt covered in dirt,kitten,366240
the man smoking what walks down the street,cigarette,133113
what painted to look like there is no floor,floor,559403
what keeps time on a cloudy day,tower,439399
"what are some people in bathing suits posing for a camera , and some are holding",surfboards,6332
what denotes that it is safe to walk,sign,434125
what is sitting on the ledge at the waterfront,seagull,312894
the young girl wearing what and wearing flipflops holding a bat,uniform,94714
what is reflecting the man standing next to a truck,mirror,392352
what open and is laying on the grass,umbrella,507615
what is the red silver and white motorcycle parked,buildings,450215
what is on the asphalt and stuff,jet,483547
the man riding what on top of a snow covered ground,skis,12822
what sits on the sidewalk near a city street,motorcycle,132944
what is getting checked before a flight,airplane,66014
what sits in the bucket and plays with the leaves,cat,75334
what is traveling down the railroad tracks,train,443377
older man and woman cutting what next to a window,cake,59024
what sits on top of a desk in a room,computer,156367
"what perched on an old plant stand outside of an old , blue house",oven,176680
what flies in the blue sky,airplane,251932
what display on the front of a building,window,478781
what is crowded with electronics and office equipment,desk,541491
adult feeding a baby in walker what,banana,90516
the man riding what train next to luggage,subway,532411
what parked in the middle of a street,motorcycle,499725
the baseball player holding what as a ball is coming to him,bat,403915
what stand next to each other in front of a tree,zebras,574983
what is the lady cutting with her knife,pizza,234396
what is traveling down the street,bus,60433
what is standing by the water,bird,170253
what are flying side by side in mid air,airplanes,331955
what does the large giraffe eat from a tree,leaves,177109
what is on the floor next to three different bowls,cat,565462
what lay in an open green field to rest,cows,455704
two toilets what a trash can and a sink,mirror,444206
what parked with people loading pieces of wood into it from the side,engine,106562
"what is ironically , sitting right next to the no birds allowed sign",bird,452168
what is the person cutting into a large open faced,sandwich,442668
what does the giraffe on the savanna face,camera,11682
what is parked on the side of a street at sunset or sunrise,trucks,189063
